target,seasonal_naive,harmonic_regression,last_slope_hold
soil_moisture_0_to_7cm,0.04171487833788472,0.03523529100691579,0.10314572098465809
soil_temperature_0_to_7cm,3.8824771506980236,3.9761741969523325,24.86945596433391
