Site,Latitude,Longitude,target,seasonal_naive,harmonic_regression,last_slope_hold
Transition,67.53500000000001,-150.734,soil_moisture_0_to_7cm,0.0366464999758822,0.02676741811049187,0.1512062257399693
Transition,67.53500000000001,-150.644,soil_temperature_0_to_7cm,4.723109403745622,4.451481342905562,14.982841129442049
Transition,67.53500000000001,-150.644,soil_moisture_0_to_7cm,0.057263993543757365,0.0461125034092582,0.20989182349541427
Transition,67.625,-151.274,soil_temperature_0_to_7cm,3.2497295312649723,3.7404581591382713,17.98214532724891
Transition,67.625,-151.274,soil_moisture_0_to_7cm,0.05222248699398543,0.04203552253220683,0.13219113985469363
Transition,67.625,-151.184,soil_temperature_0_to_7cm,3.824129222340063,4.068401105657842,23.83249765773318
Transition,67.625,-151.184,soil_moisture_0_to_7cm,0.04044215661280238,0.027217529289019875,0.18412747143460922
Transition,67.625,-151.094,soil_temperature_0_to_7cm,4.1064339799935095,4.194994329750004,15.382297905650544
Transition,67.625,-151.094,soil_moisture_0_to_7cm,0.052083462265274015,0.047322297642630295,0.13860700492250438
Transition,67.625,-151.004,soil_temperature_0_to_7cm,4.1064340627846185,4.194994392600742,15.382297079225701
Transition,67.625,-151.004,soil_moisture_0_to_7cm,0.052083462265274015,0.047322297642630295,0.13860700492250438
Transition,67.625,-150.91400000000002,soil_temperature_0_to_7cm,3.2433099004218278,3.741649034902692,20.65850028044702
Transition,67.625,-150.91400000000002,soil_moisture_0_to_7cm,0.046045858783976455,0.041227802291658754,0.1886862161545948
Transition,67.625,-150.824,soil_temperature_0_to_7cm,3.4984056046557157,3.8065432249860307,24.702171065532113
Transition,67.625,-150.824,soil_moisture_0_to_7cm,0.0366464999758822,0.02676741811049187,0.1512062257399693
Transition,67.625,-150.734,soil_temperature_0_to_7cm,3.4984056071312835,3.8065432269521895,24.70217137323937
Transition,67.625,-150.734,soil_moisture_0_to_7cm,0.0366464999758822,0.02676741811049187,0.1512062257399693
Transition,67.625,-150.644,soil_temperature_0_to_7cm,3.3607545963522822,3.7207873495811743,22.643760804929023
