trial,r2,elapsed_s,lr,hidden_dim,n_layers,gcn_layers,dropout,weight_decay,lam_smooth,lam_crps
0,0.6967194730249229,0.0,0.003388423732158626,145.24394496007562,3,3,0.1618414321490827,4.0541535749001684e-05,0.01585538856790849,0.15917934730809058
1,0.6708070053258625,0.0,0.002039432421195555,160.27710734793425,2,2,0.1813212450309325,9.30291953242689e-05,0.017048398215147073,0.17347681487583055
2,0.6453029682369581,0.0,0.002023843122720218,123.07520225236738,3,2,0.11395623378272669,1.4564500852510917e-05,0.019318063541853517,0.1033520888864875
3,0.6276606130238753,0.0,0.007442288183058793,151.84280302975407,2,3,0.14925983648980096,3.418080467135809e-05,0.04478403318929461,0.20511567627713118
4,0.6201868317357131,0.0,0.0019429773670998727,122.18912326112886,3,3,0.1535303690085712,2.1901312231269427e-05,0.029608735431988054,0.1424784035363715
5,0.5910603862329638,0.0,0.0016162724247192292,122.62627204971709,1,2,0.09990004790333648,0.00014066419584782112,0.015833110253661128,0.11931756193052702
6,0.5907418092443038,0.0,0.0017972880279365502,138.76454002083017,1,3,0.06688886422797782,6.786014828968067e-05,0.017906693033759573,0.17349770481112975
7,0.5800985040494032,0.0,0.003964538439028525,164.53434123219768,1,4,0.1036466002129448,0.0001291493857961084,0.04559787365240953,0.20837224913339586
8,0.5383156984087396,0.0,0.002216978582280868,150.33026973599857,2,3,0.07127006330973137,6.857108815842788e-05,0.058481130237415475,0.2173891581639055
9,0.5349059713842272,0.0,0.0025149549152136495,103.98293009690126,4,4,0.21095287149936037,5.956028374469396e-05,0.06478233974674638,0.2206238759937439
10,0.5305300165619975,0.0,0.0016939142011899166,106.25075664602147,4,4,0.21906390027210645,0.0001200462466488082,0.06789095597299169,0.23723857965219647
11,0.5272486995426942,0.0,0.00312041393345534,122.07087279319228,4,4,0.24519386492713785,3.3755155414821235e-05,0.07333954980578575,0.17000502568929404
12,0.5244660376678251,0.0,0.0010841326212484529,106.29128439755004,3,4,0.2373172084156108,5.467088744768709e-05,0.05386584187627996,0.23806928489838264
13,0.5161162716618628,0.0,0.002468336031720203,146.7641336780044,4,2,0.19518728752793865,1.44498075372721e-05,0.059345297285329425,0.10906849000557502
14,0.5115696227772495,0.0,0.0010907286498539606,104.4389186343415,1,4,0.18233225263355224,5.58875997149676e-05,0.027948666931687904,0.2366974028372565
15,0.48077310538121754,0.0,0.0010998787335882115,120.18066691904598,2,1,0.21525838483887155,0.0006198998677224926,0.036647326909736044,0.18850903588476237
16,0.47317992726845437,0.0,0.0008790331754416401,83.5988283110788,4,3,0.18316011901095436,7.01761292376908e-05,0.05682727018854965,0.16428064098469314
17,0.43512991368562826,0.0,0.003125819295782635,81.33801772523395,3,4,0.18858728308648154,2.6231836153840055e-05,0.10477453463305415,0.17881534133565366
18,0.430956328877385,0.0,0.0007074787985694369,153.2103402302015,2,2,0.11260395172617982,2.9445757719522753e-05,0.0631283834412203,0.21110822682176683
19,0.42904546040587654,0.0,0.0037336070725030326,80.39854498246987,4,2,0.12415960484651625,0.0007137234690401973,0.13233437281532626,0.2556904033177075
20,0.4211549215155971,0.0,0.0012081288234511945,131.05024112335363,1,4,0.06985773020007942,0.0001907535947835623,0.06077181343064534,0.17111150834863958
21,0.3764450205626628,0.0,0.0003349045376293411,183.91208326832373,4,1,0.0745515864822972,0.0004594363407148805,0.03912402015865387,0.09481707703943477
22,0.3697339472286064,0.0,0.00037401795710592206,182.37547895193947,2,1,0.16103960846536494,0.00018533191931652084,0.030120506712643123,0.08508489926597816
