trial,r2,elapsed_s,lr,hidden_dim,n_layers,gcn_layers,dropout,weight_decay,lam_smooth,lam_crps
0,0.8184618944236823,0.0,0.007442288183058793,151.84280302975407,2,3,0.14925983648980096,3.418080467135809e-05,0.04478403318929461,0.20511567627713118
1,0.8136791966444559,0.0,0.002039432421195555,160.27710734793425,2,2,0.1813212450309325,9.30291953242689e-05,0.017048398215147073,0.17347681487583055
2,0.8105744526551346,0.0,0.003964538439028525,164.53434123219768,1,4,0.1036466002129448,0.0001291493857961084,0.04559787365240953,0.20837224913339586
3,0.8007878447133578,0.0,0.003388423732158626,145.24394496007562,3,3,0.1618414321490827,4.0541535749001684e-05,0.01585538856790849,0.15917934730809058
4,0.7977819118892235,0.0,0.002216978582280868,150.33026973599857,2,3,0.07127006330973137,6.857108815842788e-05,0.058481130237415475,0.2173891581639055
5,0.7953801032591512,0.0,0.0017972880279365502,138.76454002083017,1,3,0.06688886422797782,6.786014828968067e-05,0.017906693033759573,0.17349770481112975
6,0.7947696364565129,0.0,0.0016162724247192292,122.62627204971709,1,2,0.09990004790333648,0.00014066419584782112,0.015833110253661128,0.11931756193052702
7,0.7827419178475664,0.0,0.002023843122720218,123.07520225236738,3,2,0.11395623378272669,1.4564500852510917e-05,0.019318063541853517,0.1033520888864875
8,0.7556089987298462,0.0,0.0019429773670998727,122.18912326112886,3,3,0.1535303690085712,2.1901312231269427e-05,0.029608735431988054,0.1424784035363715
9,0.7401080713737082,0.0,0.0012081288234511945,131.05024112335363,1,4,0.06985773020007942,0.0001907535947835623,0.06077181343064534,0.17111150834863958
10,0.733420291362376,0.0,0.0010907286498539606,104.4389186343415,1,4,0.18233225263355224,5.58875997149676e-05,0.027948666931687904,0.2366974028372565
11,0.7307320267905852,0.0,0.00047018517233996036,106.74727293499029,1,4,0.218089467045808,5.129969976025477e-05,0.03520359416916356,0.25414281174189524
12,0.72798059577198,0.0,0.0007074787985694369,153.2103402302015,2,2,0.11260395172617982,2.9445757719522753e-05,0.0631283834412203,0.21110822682176683
13,0.7158274715513605,0.0,0.0037336070725030326,80.39854498246987,4,2,0.12415960484651625,0.0007137234690401973,0.13233437281532626,0.2556904033177075
14,0.7051747637174304,0.0,0.0007346456743441745,106.70674518346172,2,4,0.19759098668956243,0.00011264379815165935,0.04486596281331733,0.25331210649570907
15,0.6989958204064046,0.0,0.0027150659192692194,121.51827227440495,3,2,0.06927819243069987,0.000638564532552464,0.0965974950683861,0.10059084119880758
16,0.6972279017211689,0.0,0.002468336031720203,146.7641336780044,4,2,0.19518728752793865,1.44498075372721e-05,0.059345297285329425,0.10906849000557502
17,0.6930603442456369,0.0,0.0025149549152136495,103.98293009690126,4,4,0.21095287149936037,5.956028374469396e-05,0.06478233974674638,0.2206238759937439
18,0.6928416355235931,0.0,0.006792406834214724,93.46739083454474,1,1,0.16097049387829668,5.5187988830511374e-05,0.1676600511951585,0.25206286801607547
19,0.6845479144390263,0.0,0.001353314469390436,122.52686133063253,2,4,0.22693495891528526,3.1673700921683616e-05,0.04861968073972351,0.18607855253280664
20,0.679120458970444,0.0,0.0010998787335882115,120.18066691904598,2,1,0.21525838483887155,0.0006198998677224926,0.036647326909736044,0.18850903588476237
21,0.6553777383192518,0.0,0.0006890149396184472,187.67768475432726,1,3,0.23660464432004225,0.0004061830826108325,0.09880250429550538,0.24619086231304688
22,0.6520402280134401,0.0,0.0013556587593487003,81.7940062626742,1,4,0.16336572002595967,2.4614294401930763e-05,0.07027628970775038,0.19488886817916626
23,0.6349315792027126,0.0,0.0008276210937283382,136.79887308197038,1,1,0.0729060147071947,0.00021717304645704538,0.09950827916719518,0.1913090266202972
24,0.6295745971627547,0.0,0.0035311169138214082,120.1764402882627,2,4,0.18947360581187278,1.5429601005519722e-05,0.19536824681098364,0.24028492549758823
25,0.6240640943222303,0.0,0.0007705989229173007,93.08655638845144,1,3,0.06276345122083507,0.00045212897915896766,0.13001623583319233,0.23952193502134345
26,0.6194897011615059,0.0,0.0003812341377677736,84.05481684851905,2,3,0.15727101021677342,6.584883707393845e-05,0.03724382085602471,0.18035416782820574
27,0.6105339007606532,0.0,0.0015803947672362421,175.94394122719547,1,1,0.11206473458001896,0.0003587646765587107,0.19464702095158382,0.17518529655058557
28,0.6069258466714806,0.0,0.0024696803719805207,121.10800327347593,1,2,0.11030241782957531,0.00018220705396336788,0.07874439600514417,0.07191247982902525
29,0.6061164037068133,0.0,0.0009404087507079719,126.81049527737868,2,4,0.16434561047521506,8.850724084484438e-05,0.060725375987459786,0.13289224933563804
30,0.5874615307807907,0.0,0.00037401795710592206,182.37547895193947,2,1,0.16103960846536494,0.00018533191931652084,0.030120506712643123,0.08508489926597816
31,0.5848850964128431,0.0,0.0003349045376293411,183.91208326832373,4,1,0.0745515864822972,0.0004594363407148805,0.03912402015865387,0.09481707703943477
32,0.5348955487350464,0.0,0.000176810318836683,182.72800652883296,1,2,0.11018973835618795,9.487856132145962e-05,0.13594420042508068,0.2889058142617425
33,0.504924460644596,0.0,0.00020350682753671442,151.4302660150342,4,3,0.24350194648684204,4.483846290786351e-05,0.08038734414662509,0.167388952818952
34,0.5014721528326831,0.0,0.0001721915376473834,187.12290106233786,2,4,0.18994142676214992,3.402043974160321e-05,0.19414351169606756,0.24468772599144867
35,0.4764273057681834,0.0,0.00023930001077504737,80.62995268294037,3,2,0.09538186981017682,0.00021858884200540868,0.09305886458574283,0.2581695490144594
36,0.4744845387974028,0.0,0.0002686391753563501,116.29166639675343,4,4,0.09678789717306815,1.3079931915544414e-05,0.06346293948417935,0.1233984394416709
37,0.4567371410843917,0.0,0.002107817614371597,135.3001154996836,3,4,0.1828627080654775,6.49791046489694e-05,0.1646638730865466,0.09174322997692598
38,0.4515100527007717,0.0,0.00040917891678108557,138.14010482456268,3,1,0.22132285681847513,0.0003288812085346743,0.146697961630678,0.15802325994377592
39,0.43868036501971996,0.0,0.00043080207419942236,185.97112256892734,3,2,0.15301142584634292,3.250350392917696e-05,0.18784827830930304,0.09115195439550454
40,0.4259598740617576,0.0,0.0005117430300313625,188.24934712254762,2,4,0.20567669941475236,2.4506281377201807e-05,0.09867699070813649,0.0609509414468072
41,0.4153582223723018,0.0,0.0001939969960325716,65.7838448266498,1,1,0.0763644435573042,0.00022662997309479919,0.03314817587942091,0.17658248290515827
42,0.4063036849888184,0.0,0.0024463853722533633,138.3829259802755,2,1,0.21082490523645253,0.0002696585899348614,0.15040696074395293,0.08276443788932832
43,0.39611040827260136,0.0,0.00045679613923184647,82.499096174854,3,1,0.1675289144355424,2.1937439549398588e-05,0.18577282249159147,0.19526528492509876
44,0.3825187173717298,0.0,0.00012297624805089323,119.69242368038886,4,4,0.2283354532509828,0.00031420713222214127,0.17925057326691973,0.2733616599244658
45,0.3768910802745763,0.0,0.000190329000622386,89.58824991681387,4,1,0.20738487550042767,0.0002136494175503609,0.14398142193900368,0.24518225775549196
46,0.31949217885889125,0.0,0.00010856093321249967,77.97043158601407,2,4,0.20936341766503236,2.919318530128879e-05,0.11084622221382016,0.20150395517500275
47,0.31373672521698026,0.0,0.0004940144008352761,139.63718290962134,2,1,0.2417118426482891,9.217366875216192e-05,0.15871969317755438,0.07068249998060964
48,0.2935595891413948,0.0,0.00016487373721882164,150.0467319090959,1,2,0.18188452693838036,0.0002844390559641479,0.15604302346435484,0.07693523648897414
49,0.2550558008607847,0.0,0.00011102586009934677,75.52612617928214,4,3,0.14237544605027747,2.1015685377233003e-05,0.10519850726963907,0.08807802567829211
