trial,r2,elapsed_s,lr,hidden_dim,n_layers,gcn_layers,dropout,weight_decay,lam_smooth,lam_crps
0,0.9064014795653201,0.0,0.001026865482505902,154.8868157782614,2,2,0.11897106295516449,0.00012308050724692555,0.10806548922623455,0.14069017631584735
1,0.9063013987943307,0.0,0.0010907286498539606,104.4389186343415,1,4,0.18233225263355224,5.58875997149676e-05,0.027948666931687904,0.2366974028372565
2,0.9054715807966633,0.0,0.0002514131666401714,166.17048952551593,1,2,0.14072725592249347,0.0005209645237857443,0.0719639174062986,0.09692959570162159
3,0.9052371788619632,0.0,0.0006644109833015571,82.27017592663326,1,3,0.13444705426719625,2.007755697102516e-05,0.021430051463740676,0.1808701444156534
4,0.9051618550920092,0.0,0.000336348376567199,160.6916820565504,1,1,0.1856410364897096,0.000384166054048485,0.017118957105470036,0.05649513935122971
5,0.9051589514931223,0.0,0.00037401795710592206,182.37547895193947,2,1,0.16103960846536494,0.00018533191931652084,0.030120506712643123,0.08508489926597816
6,0.9029902178262905,0.0,0.0001472272506263168,180.58304439582994,2,1,0.20463359073542756,8.041890463593757e-05,0.07483996810511585,0.1281542016469801
7,0.9013560604866854,0.0,0.0008276210937283382,136.79887308197038,1,1,0.0729060147071947,0.00021717304645704538,0.09950827916719518,0.1913090266202972
8,0.9002347449329313,0.0,0.0017972880279365502,138.76454002083017,1,3,0.06688886422797782,6.786014828968067e-05,0.017906693033759573,0.17349770481112975
9,0.8998900996311378,0.0,0.0010286442785607548,114.15396071030307,1,2,0.07262526430126104,9.564843236998536e-05,0.13950047405350294,0.14950049196220697
10,0.8958120204647009,0.0,0.0002892721430836076,116.41477129614793,2,1,0.06818185427141488,0.0002558813158184519,0.09155320960899843,0.13496579161124644
11,0.8952747018496368,0.0,0.0010998787335882115,120.18066691904598,2,1,0.21525838483887155,0.0006198998677224926,0.036647326909736044,0.18850903588476237
12,0.8944819004927493,0.0,0.0004613561028636344,178.70989510042608,3,1,0.1428387181605699,0.00018727355743129628,0.06916827756997125,0.1330575940655331
13,0.8863633785746869,0.0,0.000176810318836683,182.72800652883296,1,2,0.11018973835618795,9.487856132145962e-05,0.13594420042508068,0.2889058142617425
14,0.8850300578519156,0.0,0.0002686391753563501,116.29166639675343,4,4,0.09678789717306815,1.3079931915544414e-05,0.06346293948417935,0.1233984394416709
15,0.8827288623434673,0.0,0.00016487373721882164,150.0467319090959,1,2,0.18188452693838036,0.0002844390559641479,0.15604302346435484,0.07693523648897414
16,0.882433077309492,0.0,0.0005117430300313625,188.24934712254762,2,4,0.20567669941475236,2.4506281377201807e-05,0.09867699070813649,0.0609509414468072
17,0.8805635586589463,0.0,0.00040917891678108557,138.14010482456268,3,1,0.22132285681847513,0.0003288812085346743,0.146697961630678,0.15802325994377592
18,0.8793230342397815,0.0,0.0009404087507079719,126.81049527737868,2,4,0.16434561047521506,8.850724084484438e-05,0.060725375987459786,0.13289224933563804
19,0.8789839329440496,0.0,0.00045679613923184647,82.499096174854,3,1,0.1675289144355424,2.1937439549398588e-05,0.18577282249159147,0.19526528492509876
20,0.8773614154701577,0.0,0.0024463853722533633,138.3829259802755,2,1,0.21082490523645253,0.0002696585899348614,0.15040696074395293,0.08276443788932832
21,0.8637394359940851,0.0,0.00023930001077504737,80.62995268294037,3,2,0.09538186981017682,0.00021858884200540868,0.09305886458574283,0.2581695490144594
22,0.8499399209732077,0.0,0.0035311169138214082,120.1764402882627,2,4,0.18947360581187278,1.5429601005519722e-05,0.19536824681098364,0.24028492549758823
23,0.8369529551776705,0.0,0.0037336070725030326,80.39854498246987,4,2,0.12415960484651625,0.0007137234690401973,0.13233437281532626,0.2556904033177075
