trial,r2,elapsed_s,lr,hidden_dim,n_layers,gcn_layers,dropout,weight_decay,lam_smooth,lam_crps
0,0.7250454523596515,0.0,0.004035251576234647,163.33188765636663,4,4,0.20644413843081572,2.2976482882941222e-05,0.041483728681399094,0.10856049700364073
1,0.714548382039988,0.0,0.002231047589083275,147.51177150919582,4,4,0.1771001662050929,8.17131634380386e-05,0.03842360403826818,0.17579405096654316
2,0.7111670307655152,0.0,0.00404203181047631,122.5990325884083,2,4,0.14287489954149013,1.7855504647215578e-05,0.05913873741913818,0.11737081265000035
3,0.7076547628394768,0.0,0.0020862785802745636,70.76458772468342,3,2,0.11584854170600475,0.0003190652245820326,0.11974799477626343,0.23232463311108606
4,0.6897078049009764,0.0,0.005547600205869859,129.75273130826878,3,4,0.23237097312092167,0.00011335333413409142,0.07831825096632342,0.25549842031601
5,0.6887316183512342,0.0,0.00262297698730333,89.3488806482118,4,1,0.15750546022537223,0.00024384944230091478,0.17269435037204217,0.20377663799576895
6,0.6851280993116402,0.0,0.0037336070725030326,80.39854498246987,4,2,0.12415960484651625,0.0007137234690401973,0.13233437281532626,0.2556904033177075
7,0.6785401560594411,0.0,0.001180779009937803,124.85984317425317,4,2,0.13678018973230388,4.7767536911203186e-05,0.03220984346961396,0.10283611229903983
8,0.6780501100718683,0.0,0.0031022301911352262,115.54865981206967,4,3,0.1892690655717089,6.01842697125295e-05,0.1004078092590342,0.26451532934651967
9,0.67728749935136,0.0,0.0021692631007786227,71.43466481711278,3,1,0.07627440648016025,0.00024509894906862297,0.10142531255423226,0.1988921060117374
10,0.6759393465021111,0.0,0.0025149549152136495,103.98293009690126,4,4,0.21095287149936037,5.956028374469396e-05,0.06478233974674638,0.2206238759937439
11,0.665443838352609,0.0,0.007538392729867119,93.18950888370784,3,2,0.11157800918723453,0.0004254514220213325,0.1467678202454238,0.2858467278208404
12,0.6613518354956036,0.0,0.000989978931709919,118.42873030627258,4,3,0.24429562516024889,2.5844294907309888e-05,0.10837596310810901,0.25823439800438097
13,0.638194972148544,0.0,0.0021852441217162432,99.56775977338414,3,1,0.14363941772836608,0.000812753882892897,0.09738414235897293,0.25881205561476145
14,0.6208668033950444,0.0,0.0016905412351954584,96.26863119942472,3,4,0.1873888690793265,0.00016742283235412613,0.10433540160287329,0.21823767953125373
15,0.5813091570067954,0.0,0.002261658796858914,87.84466212578818,3,3,0.22738330097551074,0.0001234597864663,0.02728375733288825,0.16644373311314115
16,0.5739565654208341,0.0,0.003388423732158626,145.24394496007562,3,3,0.1618414321490827,4.0541535749001684e-05,0.01585538856790849,0.15917934730809058
17,0.5601277257492103,0.0,0.001447150384937267,147.5522992607244,2,3,0.19759864656133844,3.7213418045334777e-05,0.030546599697854435,0.17662475621272933
18,0.5546833250153436,0.0,0.0024463853722533633,138.3829259802755,2,1,0.21082490523645253,0.0002696585899348614,0.15040696074395293,0.08276443788932832
19,0.5355511214072468,0.0,0.0035311169138214082,120.1764402882627,2,4,0.18947360581187278,1.5429601005519722e-05,0.19536824681098364,0.24028492549758823
20,0.5324524210513164,0.0,0.0027150659192692194,121.51827227440495,3,2,0.06927819243069987,0.000638564532552464,0.0965974950683861,0.10059084119880758
21,0.525699159443781,0.0,0.006792406834214724,93.46739083454474,1,1,0.16097049387829668,5.5187988830511374e-05,0.1676600511951585,0.25206286801607547
22,0.48073314411603896,0.0,0.002107817614371597,135.3001154996836,3,4,0.1828627080654775,6.49791046489694e-05,0.1646638730865466,0.09174322997692598
23,0.4690115021909781,0.0,0.0017972880279365502,138.76454002083017,1,3,0.06688886422797782,6.786014828968067e-05,0.017906693033759573,0.17349770481112975
24,0.4428607736899035,0.0,0.0024696803719805207,121.10800327347593,1,2,0.11030241782957531,0.00018220705396336788,0.07874439600514417,0.07191247982902525
25,0.3456519506615049,0.0,0.0003349045376293411,183.91208326832373,4,1,0.0745515864822972,0.0004594363407148805,0.03912402015865387,0.09481707703943477
26,0.3382874050777872,0.0,0.0015803947672362421,175.94394122719547,1,1,0.11206473458001896,0.0003587646765587107,0.19464702095158382,0.17518529655058557
27,0.33688382914803106,0.0,0.0010998787335882115,120.18066691904598,2,1,0.21525838483887155,0.0006198998677224926,0.036647326909736044,0.18850903588476237
28,0.3168005016332156,0.0,0.0007705989229173007,93.08655638845144,1,3,0.06276345122083507,0.00045212897915896766,0.13001623583319233,0.23952193502134345
29,0.2997651718645281,0.0,0.0010907286498539606,104.4389186343415,1,4,0.18233225263355224,5.58875997149676e-05,0.027948666931687904,0.2366974028372565
30,0.29145952063925695,0.0,0.0009404087507079719,126.81049527737868,2,4,0.16434561047521506,8.850724084484438e-05,0.060725375987459786,0.13289224933563804
31,0.24677472990077975,0.0,0.0002686391753563501,116.29166639675343,4,4,0.09678789717306815,1.3079931915544414e-05,0.06346293948417935,0.1233984394416709
32,0.24663759852878953,0.0,0.0006890149396184472,187.67768475432726,1,3,0.23660464432004225,0.0004061830826108325,0.09880250429550538,0.24619086231304688
33,0.24445463552940117,0.0,0.0008276210937283382,136.79887308197038,1,1,0.0729060147071947,0.00021717304645704538,0.09950827916719518,0.1913090266202972
34,0.22360312781784997,0.0,0.00040917891678108557,138.14010482456268,3,1,0.22132285681847513,0.0003288812085346743,0.146697961630678,0.15802325994377592
35,0.2113964660179094,0.0,0.0004940144008352761,139.63718290962134,2,1,0.2417118426482891,9.217366875216192e-05,0.15871969317755438,0.07068249998060964
36,0.20924956877311573,0.0,0.000190329000622386,89.58824991681387,4,1,0.20738487550042767,0.0002136494175503609,0.14398142193900368,0.24518225775549196
37,0.20766552822950224,0.0,0.00043080207419942236,185.97112256892734,3,2,0.15301142584634292,3.250350392917696e-05,0.18784827830930304,0.09115195439550454
38,0.20094384962740275,0.0,0.00037401795710592206,182.37547895193947,2,1,0.16103960846536494,0.00018533191931652084,0.030120506712643123,0.08508489926597816
39,0.1994256919123334,0.0,0.00045679613923184647,82.499096174854,3,1,0.1675289144355424,2.1937439549398588e-05,0.18577282249159147,0.19526528492509876
40,0.18778147929092215,0.0,0.00020350682753671442,151.4302660150342,4,3,0.24350194648684204,4.483846290786351e-05,0.08038734414662509,0.167388952818952
41,0.1780233494178003,0.0,0.0005117430300313625,188.24934712254762,2,4,0.20567669941475236,2.4506281377201807e-05,0.09867699070813649,0.0609509414468072
42,0.15257396739873208,0.0,0.00023930001077504737,80.62995268294037,3,2,0.09538186981017682,0.00021858884200540868,0.09305886458574283,0.2581695490144594
43,0.12698629936016304,0.0,0.00012297624805089323,119.69242368038886,4,4,0.2283354532509828,0.00031420713222214127,0.17925057326691973,0.2733616599244658
44,0.11684143049144324,0.0,0.00011102586009934677,75.52612617928214,4,3,0.14237544605027747,2.1015685377233003e-05,0.10519850726963907,0.08807802567829211
45,0.07071434917138497,0.0,0.0001939969960325716,65.7838448266498,1,1,0.0763644435573042,0.00022662997309479919,0.03314817587942091,0.17658248290515827
46,0.06800004455581066,0.0,0.0001721915376473834,187.12290106233786,2,4,0.18994142676214992,3.402043974160321e-05,0.19414351169606756,0.24468772599144867
47,0.041869080903299216,0.0,0.00016487373721882164,150.0467319090959,1,2,0.18188452693838036,0.0002844390559641479,0.15604302346435484,0.07693523648897414
48,0.030541513381550423,0.0,0.000176810318836683,182.72800652883296,1,2,0.11018973835618795,9.487856132145962e-05,0.13594420042508068,0.2889058142617425
49,0.023544756990169002,0.0,0.00010856093321249967,77.97043158601407,2,4,0.20936341766503236,2.919318530128879e-05,0.11084622221382016,0.20150395517500275
