Model,Target,Tier,Val_R2,std_test,unseen_space,unseen_time,unseen_both,Resumed
BiGRU_NoGCN,temp,ABLATION,0.8941371736492831,"{'seen_R2': 0.8807, 'seen_KGE': 0.9141, 'seen_ubRMSE': 0.7478, 'seen_FreezeAcc': 93.05, 'seen_DTW': 0.0293, 'seen_N': 17280, 'seen_CRPS': 0.3323, 'seen_NLL': 0.8309, 'seen_KL_Div': 20.5397, 'unseen_R2': -11209399960.7988, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0002, 'unseen_N': 5760, 'unseen_CRPS': 0.0106, 'unseen_NLL': -2.3229, 'unseen_KL_Div': 14.5898, 'all_R2': 0.8894, 'all_KGE': 0.919, 'all_ubRMSE': 0.6487, 'all_FreezeAcc': 94.79, 'all_DTW': 0.0166, 'all_N': 23040, 'all_CRPS': 0.2519, 'all_NLL': 0.0425, 'all_KL_Div': 28.0884, 'spatial_gap': 11209399961.6795, 'inference_s': 0.28}","{'seen_R2': -33629875182.1055, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0002, 'seen_N': 17280, 'seen_CRPS': 0.0106, 'seen_NLL': -2.3229, 'seen_KL_Div': 14.6788, 'unseen_R2': 0.9138, 'unseen_KGE': 0.9182, 'unseen_ubRMSE': 0.6216, 'unseen_FreezeAcc': 89.64, 'unseen_DTW': 0.0016, 'unseen_N': 5760, 'unseen_CRPS': 0.2301, 'unseen_NLL': -0.0378, 'unseen_KL_Div': 29.1763, 'all_R2': 0.9261, 'all_KGE': 0.9032, 'all_ubRMSE': 0.3109, 'all_FreezeAcc': 97.41, 'all_DTW': 0.0008, 'all_N': 23040, 'all_CRPS': 0.0655, 'all_NLL': -1.7516, 'all_KL_Div': 71.6296, 'spatial_gap': -33629875183.0193, 'inference_s': 0.27}","{'seen_R2': 0.8226, 'seen_KGE': 0.5697, 'seen_ubRMSE': 0.669, 'seen_FreezeAcc': 83.73, 'seen_DTW': 0.0421, 'seen_N': 5760, 'seen_CRPS': 0.3626, 'seen_NLL': 5.4655, 'seen_KL_Div': 11.5062, 'unseen_R2': -3736653028.9187, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0002, 'unseen_N': 1920, 'unseen_CRPS': 0.0106, 'unseen_NLL': -2.3229, 'unseen_KL_Div': 14.6788, 'all_R2': 0.825, 'all_KGE': 0.5527, 'all_ubRMSE': 0.5824, 'all_FreezeAcc': 87.8, 'all_DTW': 0.038, 'all_N': 7680, 'all_CRPS': 0.2746, 'all_NLL': 3.5184, 'all_KL_Div': 14.8096, 'spatial_gap': 3736653029.7413, 'inference_s': 0.09}","{'seen_R2': -11209399960.7988, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0002, 'seen_N': 5760, 'seen_CRPS': 0.0106, 'seen_NLL': -2.3229, 'seen_KL_Div': 14.5898, 'unseen_R2': 0.8471, 'unseen_KGE': 0.7578, 'unseen_ubRMSE': 0.1824, 'unseen_FreezeAcc': 89.17, 'unseen_DTW': 0.0425, 'unseen_N': 1920, 'unseen_CRPS': 0.0786, 'unseen_NLL': 0.2309, 'unseen_KL_Div': 18.4663, 'all_R2': 0.8483, 'all_KGE': -0.4001, 'all_ubRMSE': 0.0912, 'all_FreezeAcc': 97.29, 'all_DTW': 0.0356, 'all_N': 7680, 'all_CRPS': 0.0276, 'all_NLL': -1.6845, 'all_KL_Div': 11.5555, 'spatial_gap': -11209399961.6459, 'inference_s': 0.09}",True
GCN_NoTemporal,temp,ABLATION,0.9429264784543182,"{'seen_R2': 0.8602, 'seen_KGE': 0.9011, 'seen_ubRMSE': 0.8098, 'seen_FreezeAcc': 91.39, 'seen_DTW': 0.0299, 'seen_N': 17280, 'seen_CRPS': 0.3829, 'seen_NLL': 1.379, 'seen_KL_Div': 3.102, 'unseen_R2': -495486414913.4135, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 0.0, 'unseen_DTW': 0.0086, 'unseen_N': 5760, 'unseen_CRPS': 0.0784, 'unseen_NLL': -0.2855, 'unseen_KL_Div': 16.6272, 'all_R2': 0.8698, 'all_KGE': 0.9166, 'all_ubRMSE': 0.7052, 'all_FreezeAcc': 68.55, 'all_DTW': 0.0294, 'all_N': 23040, 'all_CRPS': 0.3068, 'all_NLL': 0.9629, 'all_KL_Div': 3.6024, 'spatial_gap': 495486414914.2737, 'inference_s': 0.09}","{'seen_R2': -1486533508299.7812, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 0.0, 'seen_DTW': 0.0086, 'seen_N': 17280, 'seen_CRPS': 0.0784, 'seen_NLL': -0.2855, 'seen_KL_Div': 16.7163, 'unseen_R2': 0.8866, 'unseen_KGE': 0.8117, 'unseen_ubRMSE': 0.6968, 'unseen_FreezeAcc': 88.23, 'unseen_DTW': 0.003, 'unseen_N': 5760, 'unseen_CRPS': 0.2815, 'unseen_NLL': 0.4883, 'unseen_KL_Div': 7.4155, 'all_R2': 0.8979, 'all_KGE': 0.8233, 'all_ubRMSE': 0.3645, 'all_FreezeAcc': 22.06, 'all_DTW': 0.0073, 'all_N': 23040, 'all_CRPS': 0.1292, 'all_NLL': -0.092, 'all_KL_Div': 4.0868, 'spatial_gap': -1486533508300.668, 'inference_s': 0.09}","{'seen_R2': 0.8383, 'seen_KGE': 0.4931, 'seen_ubRMSE': 0.6288, 'seen_FreezeAcc': 83.02, 'seen_DTW': 0.054, 'seen_N': 5760, 'seen_CRPS': 0.3385, 'seen_NLL': 0.9372, 'seen_KL_Div': 2.1738, 'unseen_R2': -165170402525.8555, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 0.0, 'unseen_DTW': 0.0086, 'unseen_N': 1920, 'unseen_CRPS': 0.0784, 'unseen_NLL': -0.2855, 'unseen_KL_Div': 16.7163, 'all_R2': 0.8394, 'all_KGE': 0.5721, 'all_ubRMSE': 0.5575, 'all_FreezeAcc': 62.27, 'all_DTW': 0.0505, 'all_N': 7680, 'all_CRPS': 0.2735, 'all_NLL': 0.6316, 'all_KL_Div': 2.1835, 'spatial_gap': 165170402526.6938, 'inference_s': 0.03}","{'seen_R2': -495486414913.4135, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 0.0, 'seen_DTW': 0.0086, 'seen_N': 5760, 'seen_CRPS': 0.0784, 'seen_NLL': -0.2855, 'seen_KL_Div': 16.6272, 'unseen_R2': 0.8938, 'unseen_KGE': 0.8316, 'unseen_ubRMSE': 0.1522, 'unseen_FreezeAcc': 85.0, 'unseen_DTW': 0.0224, 'unseen_N': 1920, 'unseen_CRPS': 0.0814, 'unseen_NLL': -0.4588, 'unseen_KL_Div': 1.3242, 'all_R2': 0.7818, 'all_KGE': -5.8905, 'all_ubRMSE': 0.0838, 'all_FreezeAcc': 21.25, 'all_DTW': 0.0145, 'all_N': 7680, 'all_CRPS': 0.0792, 'all_NLL': -0.3288, 'all_KL_Div': 0.0484, 'spatial_gap': -495486414914.3073, 'inference_s': 0.03}",True
DeepESN,temp,RESERVOIR,0.5201593754708864,"{'seen_R2': 0.4003, 'seen_KGE': 0.0824, 'seen_ubRMSE': 1.4092, 'seen_FreezeAcc': 82.7, 'seen_DTW': 0.0706, 'seen_N': 17280, 'seen_CRPS': 0.8082, 'seen_NLL': 2.8692, 'seen_KL_Div': 2.7771, 'unseen_R2': -102679921070.7911, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 0.0, 'unseen_DTW': 0.0018, 'unseen_N': 5760, 'unseen_CRPS': 0.0355, 'unseen_NLL': -1.0788, 'unseen_KL_Div': 15.8339, 'all_R2': 0.4439, 'all_KGE': 0.0804, 'all_ubRMSE': 1.2902, 'all_FreezeAcc': 62.02, 'all_DTW': 0.0665, 'all_N': 23040, 'all_CRPS': 0.615, 'all_NLL': 1.8822, 'all_KL_Div': 3.6399, 'spatial_gap': 102679921071.1914, 'inference_s': 0.21}","{'seen_R2': -308055152892.0664, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 0.0, 'seen_DTW': 0.0018, 'seen_N': 17280, 'seen_CRPS': 0.0355, 'seen_NLL': -1.0788, 'seen_KL_Div': 15.9229, 'unseen_R2': 0.4858, 'unseen_KGE': 0.1857, 'unseen_ubRMSE': 1.3971, 'unseen_FreezeAcc': 79.76, 'unseen_DTW': 0.0051, 'unseen_N': 5760, 'unseen_CRPS': 0.6155, 'unseen_NLL': 0.781, 'unseen_KL_Div': 2.5099, 'all_R2': 0.5585, 'all_KGE': 0.2569, 'all_ubRMSE': 0.7516, 'all_FreezeAcc': 19.94, 'all_DTW': 0.0022, 'all_N': 23040, 'all_CRPS': 0.1805, 'all_NLL': -0.6139, 'all_KL_Div': 5.9666, 'spatial_gap': -308055152892.5522, 'inference_s': 0.2}","{'seen_R2': 0.7441, 'seen_KGE': -0.0068, 'seen_ubRMSE': 0.7402, 'seen_FreezeAcc': 82.53, 'seen_DTW': 0.2107, 'seen_N': 5760, 'seen_CRPS': 0.4304, 'seen_NLL': 1.4021, 'seen_KL_Div': 2.8794, 'unseen_R2': -34228348730.9946, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 0.0, 'unseen_DTW': 0.0018, 'unseen_N': 1920, 'unseen_CRPS': 0.0355, 'unseen_NLL': -1.0788, 'unseen_KL_Div': 15.9229, 'all_R2': 0.7473, 'all_KGE': 0.0197, 'all_ubRMSE': 0.6645, 'all_FreezeAcc': 61.9, 'all_DTW': 0.204, 'all_N': 7680, 'all_CRPS': 0.3317, 'all_NLL': 0.7819, 'all_KL_Div': 3.463, 'spatial_gap': 34228348731.7387, 'inference_s': 0.07}","{'seen_R2': -102679921070.7911, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 0.0, 'seen_DTW': 0.0018, 'seen_N': 5760, 'seen_CRPS': 0.0355, 'seen_NLL': -1.0788, 'seen_KL_Div': 15.8339, 'unseen_R2': 0.7942, 'unseen_KGE': -0.2694, 'unseen_ubRMSE': 0.1899, 'unseen_FreezeAcc': 75.16, 'unseen_DTW': 0.0431, 'unseen_N': 1920, 'unseen_CRPS': 0.1196, 'unseen_NLL': -0.104, 'unseen_KL_Div': 0.3576, 'all_R2': 0.7756, 'all_KGE': 0.2448, 'all_ubRMSE': 0.1121, 'all_FreezeAcc': 18.79, 'all_DTW': 0.0305, 'all_N': 7680, 'all_CRPS': 0.0565, 'all_NLL': -0.8351, 'all_KL_Div': 0.1424, 'spatial_gap': -102679921071.5853, 'inference_s': 0.07}",True
SpatialESN,temp,RESERVOIR,0.727304631578784,"{'seen_R2': 0.5962, 'seen_KGE': 0.454, 'seen_ubRMSE': 1.2311, 'seen_FreezeAcc': 84.46, 'seen_DTW': 0.1629, 'seen_N': 17280, 'seen_CRPS': 0.6623, 'seen_NLL': 1.722, 'seen_KL_Div': 1.3076, 'unseen_R2': -7095752501.0218, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0001, 'unseen_N': 5760, 'unseen_CRPS': 0.0645, 'unseen_NLL': -0.3708, 'unseen_KL_Div': 16.5419, 'all_R2': 0.6256, 'all_KGE': 0.453, 'all_ubRMSE': 1.1017, 'all_FreezeAcc': 88.34, 'all_DTW': 0.0814, 'all_N': 23040, 'all_CRPS': 0.5128, 'all_NLL': 1.1988, 'all_KL_Div': 1.6717, 'spatial_gap': 7095752501.618, 'inference_s': 0.14}","{'seen_R2': -21288316248.8474, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0001, 'seen_N': 17280, 'seen_CRPS': 0.0645, 'seen_NLL': -0.3708, 'seen_KL_Div': 16.6309, 'unseen_R2': 0.6245, 'unseen_KGE': 0.2493, 'unseen_ubRMSE': 1.1026, 'unseen_FreezeAcc': 73.37, 'unseen_DTW': 0.0377, 'unseen_N': 5760, 'unseen_CRPS': 0.553, 'unseen_NLL': 0.8858, 'unseen_KL_Div': 1.6495, 'all_R2': 0.6783, 'all_KGE': 0.2396, 'all_ubRMSE': 0.6286, 'all_FreezeAcc': 93.34, 'all_DTW': 0.011, 'all_N': 23040, 'all_CRPS': 0.1866, 'all_NLL': -0.0567, 'all_KL_Div': 2.082, 'spatial_gap': -21288316249.4719, 'inference_s': 0.15}","{'seen_R2': 0.504, 'seen_KGE': 0.0466, 'seen_ubRMSE': 1.1036, 'seen_FreezeAcc': 82.85, 'seen_DTW': 0.4022, 'seen_N': 5760, 'seen_CRPS': 0.5825, 'seen_NLL': 1.387, 'seen_KL_Div': 1.2018, 'unseen_R2': -2365368752.6716, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0001, 'unseen_N': 1920, 'unseen_CRPS': 0.0645, 'unseen_NLL': -0.3708, 'unseen_KL_Div': 16.6309, 'all_R2': 0.5105, 'all_KGE': 0.0513, 'all_ubRMSE': 0.966, 'all_FreezeAcc': 87.14, 'all_DTW': 0.3311, 'all_N': 7680, 'all_CRPS': 0.453, 'all_NLL': 0.9475, 'all_KL_Div': 1.3174, 'spatial_gap': 2365368753.1756, 'inference_s': 0.05}","{'seen_R2': -7095751905.0051, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0001, 'seen_N': 5760, 'seen_CRPS': 0.0645, 'seen_NLL': -0.3708, 'seen_KL_Div': 16.5419, 'unseen_R2': 0.447, 'unseen_KGE': -1.2977, 'unseen_ubRMSE': 0.3024, 'unseen_FreezeAcc': 67.19, 'unseen_DTW': 0.1501, 'unseen_N': 1920, 'unseen_CRPS': 0.1805, 'unseen_NLL': 0.2325, 'unseen_KL_Div': 0.1946, 'all_R2': 0.4592, 'all_KGE': -2.3264, 'all_ubRMSE': 0.1709, 'all_FreezeAcc': 91.8, 'all_DTW': 0.0296, 'all_N': 7680, 'all_CRPS': 0.0935, 'all_NLL': -0.22, 'all_KL_Div': 0.0503, 'spatial_gap': -7095751905.4521, 'inference_s': 0.05}",True
GraphSAGE,temp,GRAPH,0.909757574058621,"{'seen_R2': 0.8826, 'seen_KGE': 0.9172, 'seen_ubRMSE': 0.7424, 'seen_FreezeAcc': 92.76, 'seen_DTW': 0.0243, 'seen_N': 17280, 'seen_CRPS': 0.3234, 'seen_NLL': 0.6398, 'seen_KL_Div': 14.7183, 'unseen_R2': -10358649341.0853, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0001, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0002, 'unseen_N': 5760, 'unseen_CRPS': 0.0111, 'unseen_NLL': -2.2475, 'unseen_KL_Div': 14.6652, 'all_R2': 0.8911, 'all_KGE': 0.922, 'all_ubRMSE': 0.6439, 'all_FreezeAcc': 94.57, 'all_DTW': 0.0149, 'all_N': 23040, 'all_CRPS': 0.2454, 'all_NLL': -0.082, 'all_KL_Div': 20.3573, 'spatial_gap': 10358649341.9679, 'inference_s': 0.29}","{'seen_R2': -31076469420.3867, 'seen_KGE': nan, 'seen_ubRMSE': 0.0001, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0002, 'seen_N': 17280, 'seen_CRPS': 0.0111, 'seen_NLL': -2.2475, 'seen_KL_Div': 14.7542, 'unseen_R2': 0.9161, 'unseen_KGE': 0.8732, 'unseen_ubRMSE': 0.6114, 'unseen_FreezeAcc': 90.45, 'unseen_DTW': 0.0059, 'unseen_N': 5760, 'unseen_CRPS': 0.2314, 'unseen_NLL': -0.0329, 'unseen_KL_Div': 21.249, 'all_R2': 0.928, 'all_KGE': 0.856, 'all_ubRMSE': 0.3063, 'all_FreezeAcc': 97.61, 'all_DTW': 0.0026, 'all_N': 23040, 'all_CRPS': 0.0662, 'all_NLL': -1.6939, 'all_KL_Div': 54.5168, 'spatial_gap': -31076469421.3028, 'inference_s': 0.3}","{'seen_R2': 0.834, 'seen_KGE': 0.7578, 'seen_ubRMSE': 0.6587, 'seen_FreezeAcc': 84.31, 'seen_DTW': 0.0594, 'seen_N': 5760, 'seen_CRPS': 0.351, 'seen_NLL': 4.6274, 'seen_KL_Div': 10.0938, 'unseen_R2': -3453055023.147, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0001, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0002, 'unseen_N': 1920, 'unseen_CRPS': 0.0111, 'unseen_NLL': -2.2475, 'unseen_KL_Div': 14.7542, 'all_R2': 0.8362, 'all_KGE': 0.7444, 'all_ubRMSE': 0.5712, 'all_FreezeAcc': 88.23, 'all_DTW': 0.0511, 'all_N': 7680, 'all_CRPS': 0.266, 'all_NLL': 2.9087, 'all_KL_Div': 13.0086, 'spatial_gap': 3453055023.981, 'inference_s': 0.1}","{'seen_R2': -10358304843.4496, 'seen_KGE': nan, 'seen_ubRMSE': 0.0001, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0002, 'seen_N': 5760, 'seen_CRPS': 0.0111, 'seen_NLL': -2.2475, 'seen_KL_Div': 14.6652, 'unseen_R2': 0.8538, 'unseen_KGE': 0.8344, 'unseen_ubRMSE': 0.1788, 'unseen_FreezeAcc': 85.78, 'unseen_DTW': 0.0318, 'unseen_N': 1920, 'unseen_CRPS': 0.0834, 'unseen_NLL': 0.0367, 'unseen_KL_Div': 6.3117, 'all_R2': 0.8551, 'all_KGE': -0.2084, 'all_ubRMSE': 0.0894, 'all_FreezeAcc': 96.45, 'all_DTW': 0.0249, 'all_N': 7680, 'all_CRPS': 0.0292, 'all_NLL': -1.6765, 'all_KL_Div': 6.2709, 'spatial_gap': -10358304844.3034, 'inference_s': 0.1}",True
GAT,temp,GRAPH,0.8948561629830294,"{'seen_R2': 0.8486, 'seen_KGE': 0.8439, 'seen_ubRMSE': 0.8363, 'seen_FreezeAcc': 92.85, 'seen_DTW': 0.0258, 'seen_N': 17280, 'seen_CRPS': 0.3865, 'seen_NLL': 1.2055, 'seen_KL_Div': 15.7791, 'unseen_R2': -3648173339.3463, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0001, 'unseen_N': 5760, 'unseen_CRPS': 0.0104, 'unseen_NLL': -2.2312, 'unseen_KL_Div': 14.6815, 'all_R2': 0.8597, 'all_KGE': 0.8435, 'all_ubRMSE': 0.7263, 'all_FreezeAcc': 94.64, 'all_DTW': 0.0158, 'all_N': 23040, 'all_CRPS': 0.2925, 'all_NLL': 0.3463, 'all_KL_Div': 21.6315, 'spatial_gap': 3648173340.1949, 'inference_s': 0.31}","{'seen_R2': -10945070980.9794, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0001, 'seen_N': 17280, 'seen_CRPS': 0.0104, 'seen_NLL': -2.2312, 'seen_KL_Div': 14.7705, 'unseen_R2': 0.9176, 'unseen_KGE': 0.9448, 'unseen_ubRMSE': 0.6081, 'unseen_FreezeAcc': 87.0, 'unseen_DTW': 0.0021, 'unseen_N': 5760, 'unseen_CRPS': 0.2297, 'unseen_NLL': -0.1066, 'unseen_KL_Div': 23.4799, 'all_R2': 0.9294, 'all_KGE': 0.9372, 'all_ubRMSE': 0.3041, 'all_FreezeAcc': 96.75, 'all_DTW': 0.0006, 'all_N': 23040, 'all_CRPS': 0.0653, 'all_NLL': -1.7, 'all_KL_Div': 56.447, 'spatial_gap': -10945070981.897, 'inference_s': 0.31}","{'seen_R2': 0.8153, 'seen_KGE': 0.6121, 'seen_ubRMSE': 0.6868, 'seen_FreezeAcc': 83.44, 'seen_DTW': 0.0542, 'seen_N': 5760, 'seen_CRPS': 0.3739, 'seen_NLL': 6.3078, 'seen_KL_Div': 10.5097, 'unseen_R2': -1216118185.7123, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0001, 'unseen_N': 1920, 'unseen_CRPS': 0.0104, 'unseen_NLL': -2.2312, 'unseen_KL_Div': 14.7705, 'all_R2': 0.8178, 'all_KGE': 0.6148, 'all_ubRMSE': 0.598, 'all_FreezeAcc': 87.58, 'all_DTW': 0.0422, 'all_N': 7680, 'all_CRPS': 0.283, 'all_NLL': 4.1731, 'all_KL_Div': 13.4218, 'spatial_gap': 1216118186.5276, 'inference_s': 0.1}","{'seen_R2': -3648173339.3463, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0001, 'seen_N': 5760, 'seen_CRPS': 0.0104, 'seen_NLL': -2.2312, 'seen_KL_Div': 14.6815, 'unseen_R2': 0.8826, 'unseen_KGE': 0.5917, 'unseen_ubRMSE': 0.1576, 'unseen_FreezeAcc': 86.98, 'unseen_DTW': 0.0241, 'unseen_N': 1920, 'unseen_CRPS': 0.0847, 'unseen_NLL': 0.602, 'unseen_KL_Div': 13.7816, 'all_R2': 0.8847, 'all_KGE': 0.8263, 'all_ubRMSE': 0.0805, 'all_FreezeAcc': 96.74, 'all_DTW': 0.0181, 'all_N': 7680, 'all_CRPS': 0.029, 'all_NLL': -1.5229, 'all_KL_Div': 8.273, 'spatial_gap': -3648173340.2289, 'inference_s': 0.1}",True
STGCN,temp,GRAPH,0.9110875011035282,"{'seen_R2': 0.8936, 'seen_KGE': 0.8852, 'seen_ubRMSE': 0.7011, 'seen_FreezeAcc': 92.25, 'seen_DTW': 0.0131, 'seen_N': 17280, 'seen_CRPS': 0.312, 'seen_NLL': 0.5294, 'seen_KL_Div': 13.9937, 'unseen_R2': -39599485878.801, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0007, 'unseen_N': 5760, 'unseen_CRPS': 0.0156, 'unseen_NLL': -2.167, 'unseen_KL_Div': 14.7457, 'all_R2': 0.9013, 'all_KGE': 0.89, 'all_ubRMSE': 0.61, 'all_FreezeAcc': 94.18, 'all_DTW': 0.0116, 'all_N': 23040, 'all_CRPS': 0.2379, 'all_NLL': -0.1447, 'all_KL_Div': 19.6138, 'spatial_gap': 39599485879.6946, 'inference_s': 0.2}","{'seen_R2': -118804388045.2646, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0007, 'seen_N': 17280, 'seen_CRPS': 0.0156, 'seen_NLL': -2.167, 'seen_KL_Div': 14.8348, 'unseen_R2': 0.9166, 'unseen_KGE': 0.9429, 'unseen_ubRMSE': 0.6119, 'unseen_FreezeAcc': 83.99, 'unseen_DTW': 0.0013, 'unseen_N': 5760, 'unseen_CRPS': 0.2262, 'unseen_NLL': -0.1577, 'unseen_KL_Div': 21.8604, 'all_R2': 0.9282, 'all_KGE': 0.8929, 'all_ubRMSE': 0.306, 'all_FreezeAcc': 96.0, 'all_DTW': 0.0008, 'all_N': 23040, 'all_CRPS': 0.0683, 'all_NLL': -1.6647, 'all_KL_Div': 60.8744, 'spatial_gap': -118804388046.1812, 'inference_s': 0.2}","{'seen_R2': 0.8448, 'seen_KGE': 0.648, 'seen_ubRMSE': 0.6292, 'seen_FreezeAcc': 84.03, 'seen_DTW': 0.0414, 'seen_N': 5760, 'seen_CRPS': 0.35, 'seen_NLL': 5.0487, 'seen_KL_Div': 10.3707, 'unseen_R2': -13200488089.5151, 'unseen_KGE': nan, 'unseen_ubRMSE': 0.0, 'unseen_FreezeAcc': 100.0, 'unseen_DTW': 0.0007, 'unseen_N': 1920, 'unseen_CRPS': 0.0156, 'unseen_NLL': -2.167, 'unseen_KL_Div': 14.8348, 'all_R2': 0.8468, 'all_KGE': 0.6209, 'all_ubRMSE': 0.5466, 'all_FreezeAcc': 88.02, 'all_DTW': 0.0379, 'all_N': 7680, 'all_CRPS': 0.2664, 'all_NLL': 3.2448, 'all_KL_Div': 13.5158, 'spatial_gap': 13200488090.3599, 'inference_s': 0.07}","{'seen_R2': -39599481110.6676, 'seen_KGE': nan, 'seen_ubRMSE': 0.0, 'seen_FreezeAcc': 100.0, 'seen_DTW': 0.0007, 'seen_N': 5760, 'seen_CRPS': 0.0156, 'seen_NLL': -2.167, 'seen_KL_Div': 14.7457, 'unseen_R2': 0.87, 'unseen_KGE': 0.7546, 'unseen_ubRMSE': 0.168, 'unseen_FreezeAcc': 89.69, 'unseen_DTW': 0.0299, 'unseen_N': 1920, 'unseen_CRPS': 0.0755, 'unseen_NLL': 0.3011, 'unseen_KL_Div': 18.9751, 'all_R2': 0.8641, 'all_KGE': -1.2788, 'all_ubRMSE': 0.0841, 'all_FreezeAcc': 97.42, 'all_DTW': 0.0223, 'all_N': 7680, 'all_CRPS': 0.0306, 'all_NLL': -1.55, 'all_KL_Div': 12.9486, 'spatial_gap': -39599481111.5376, 'inference_s': 0.07}",True
