round,arch,n_workers,rmse,r2,gamma,mean_uncertainty,compression_ratio,compute_time,agg_time,elapsed
1,STGCN,16,1.5811070203781128,0.9516546006041718,0.7827528740528897,0.7911426582012966,0.0999994716198199,497.2534053325653,0.5556342601776123,498.75858068466187
2,STGCN,16,1.5791308879852295,0.9517753715923265,0.7873992305408546,0.7364796406958285,0.0999994716198199,496.8486795425415,0.5679154396057129,498.35254192352295
3,STGCN,16,1.5777015686035156,0.9518626263959706,0.7881872525045969,0.7272087940635666,0.0999994716198199,495.69139528274536,0.567347526550293,497.2153136730194
4,STGCN,16,1.5760984420776367,0.9519604070166732,0.7902470628730044,0.7029757309058302,0.0999994716198199,495.1509473323822,0.5749936103820801,496.62147402763367
5,STGCN,16,1.5747839212417603,0.9520405118189905,0.7849207082301589,0.765638726704012,0.0999994716198199,492.7792797088623,0.5798404216766357,494.3445956707001
6,STGCN,16,1.5732924938201904,0.9521313047371995,0.7878226080869798,0.7314987283884729,0.0999994716198199,495.4608986377716,0.572739839553833,497.0364966392517
7,STGCN,16,1.5720983743667603,0.9522039378914117,0.7860833947225312,0.751960062087868,0.0999994716198199,492.2857346534729,0.568260669708252,493.84399819374084
8,STGCN,16,1.5710759162902832,0.9522660924427714,0.7907940958439779,0.6965400488943788,0.0999994716198199,494.5792028903961,0.5448458194732666,496.07694697380066
9,STGCN,16,1.5700523853302002,0.9523282676503463,0.7839253478044457,0.7773488493594629,0.0999994716198199,492.5856440067291,0.5569307804107666,494.13570833206177
10,STGCN,16,1.569124698638916,0.9523845823945969,0.786871203616998,0.7426917221529633,0.0999994716198199,491.4445626735687,0.5669457912445068,493.00366020202637
11,STGCN,16,1.5683456659317017,0.9524318585692793,0.7847573220939114,0.7675609165422188,0.0999994716198199,492.9135625362396,0.5673158168792725,494.4777674674988
12,STGCN,16,1.5674959421157837,0.952483381071617,0.7896212692026694,0.7103380093803596,0.0999994716198199,492.8308629989624,0.5448484420776367,494.34045815467834
13,STGCN,16,1.566615343093872,0.9525367567315418,0.7879319004975602,0.7302129353228208,0.0999994716198199,493.03762221336365,0.574033260345459,494.6187469959259
14,STGCN,16,1.5654898881912231,0.9526049281432835,0.7867817682428504,0.7437439030252886,0.0999994716198199,493.02180671691895,0.5676038265228271,494.5509650707245
15,STGCN,16,1.5646822452545166,0.9526538214045226,0.7881121220952345,0.7280926812325345,0.0999994716198199,492.43593978881836,0.5530798435211182,493.94845819473267
16,STGCN,16,1.5637502670288086,0.9527102069700821,0.7894992188179931,0.7117738962589046,0.0999994716198199,491.34771752357483,0.5828471183776855,492.90858793258667
17,STGCN,16,1.5628652572631836,0.9527637154199614,0.7858889085023518,0.7542481352664483,0.0999994716198199,491.4691722393036,0.564462423324585,493.03004693984985
18,STGCN,16,1.5621031522750854,0.9528097728779504,0.786921810591752,0.7420963459793868,0.0999994716198199,490.50624203681946,0.5702450275421143,492.0318651199341
19,STGCN,16,1.5614490509033203,0.9528492882175155,0.7838544584130092,0.7781828421998918,0.0999994716198199,490.87333703041077,0.5643622875213623,492.38854598999023
20,STGCN,16,1.560659646987915,0.9528969480076219,0.786985953331822,0.7413417255079771,0.0999994716198199,491.9152157306671,0.5549967288970947,493.4536943435669
21,STGCN,16,1.5598881244659424,0.9529435071165501,0.7878447658682833,0.7312380486084316,0.0999994716198199,491.4785795211792,0.5725131034851074,493.03603076934814
22,STGCN,16,1.5592305660247803,0.9529831759022848,0.7891634429914047,0.7157242001011209,0.0999994716198199,492.164368391037,0.5493617057800293,493.7016887664795
23,STGCN,16,1.558475375175476,0.9530287051513437,0.7914905148802258,0.6883468837620488,0.0999994716198199,491.42273354530334,0.5529501438140869,492.96423625946045
24,STGCN,16,1.5577603578567505,0.9530717940161282,0.7871429676059335,0.7394944987537238,0.0999994716198199,490.79088830947876,0.554004430770874,492.3392405509949
