round,arch,n_workers,rmse,r2,gamma,mean_uncertainty,compression_ratio,compute_time,agg_time,elapsed
1,SpatialMamba,32,1.58394193649292,0.9514810795443225,0.7906510888635417,0.6982224839583331,0.09999789245181619,1887.0625927448273,0.3195991516113281,1888.3853433132172
2,SpatialMamba,32,1.5816243886947632,0.9516229552825756,0.7898781900466036,0.7073154112164273,0.09999789245181619,1887.178838968277,0.2809574604034424,1888.4270071983337
3,SpatialMamba,32,1.5792220830917358,0.951769803266902,0.788494417942941,0.7235950830242239,0.09999789245181619,1890.1410284042358,0.296222448348999,1891.3993556499481
4,SpatialMamba,32,1.576449990272522,0.9519389747180202,0.7903515662526871,0.7017462793801517,0.09999789245181619,1895.9675748348236,0.2917768955230713,1897.2308542728424
5,SpatialMamba,32,1.5738370418548584,0.9520981633154495,0.7868997677171948,0.7423556739153548,0.09999789245181619,1863.4571542739868,0.28566431999206543,1864.7208545207977
6,SpatialMamba,32,1.5713595151901245,0.9522488563066801,0.7893581729906174,0.7134332589339133,0.09999789245181619,1851.3877620697021,0.2895925045013428,1852.610731601715
7,SpatialMamba,32,1.5688215494155884,0.9524029870822877,0.7913510469956148,0.6899876824045326,0.09999789245181619,1908.2679207324982,0.27822160720825195,1909.5560913085938
8,SpatialMamba,32,1.5661324262619019,0.9525660177357332,0.788654922969443,0.7217067885947882,0.09999789245181619,1890.3157453536987,0.2934873104095459,1891.6108286380768
9,SpatialMamba,32,1.5625275373458862,0.9527841296622966,0.7878706025908137,0.7309340871668976,0.09999789245181619,1890.6091368198395,0.2959930896759033,1891.8337745666504
10,SpatialMamba,32,1.559791922569275,0.9529493115130048,0.7917355132325056,0.6854645502058169,0.09999789245181619,1896.9879429340363,0.3208303451538086,1898.2904751300812
11,SpatialMamba,32,1.5573829412460327,0.9530945306072228,0.7880486046717043,0.7288399450387724,0.09999789245181619,1883.579086780548,0.2846858501434326,1884.8383193016052
12,SpatialMamba,32,1.5547291040420532,0.953254253315358,0.7875076158429805,0.7352045194943466,0.09999789245181619,1913.9947445392609,0.30017805099487305,1915.2962708473206
13,SpatialMamba,32,1.5520398616790771,0.95341582918108,0.7907456713786459,0.6971097484865189,0.09999789245181619,1920.5868418216705,0.29633235931396484,1921.844395160675
14,SpatialMamba,32,1.5492782592773438,0.9535814595667454,0.7881737176402904,0.7273680277612893,0.09999789245181619,1876.359706878662,0.3289980888366699,1877.6643402576447
15,SpatialMamba,32,1.5468443632125854,0.9537271921154542,0.7869997742294755,0.7411791267120523,0.09999789245181619,1870.830581188202,0.2736084461212158,1872.0949201583862
16,SpatialMamba,32,1.5443907976150513,0.953873863046508,0.7867491623400735,0.7441275018814876,0.09999789245181619,1873.8661777973175,0.2752516269683838,1875.0735716819763
17,SpatialMamba,32,1.542188286781311,0.9540053428067693,0.7883059841536619,0.7258119511333896,0.09999789245181619,1900.4222326278687,0.3194730281829834,1901.7313663959503
18,SpatialMamba,32,1.5396498441696167,0.9541566230246874,0.7882049287973196,0.727000837678592,0.09999789245181619,1909.0555262565613,0.2951030731201172,1910.339515209198
19,SpatialMamba,32,1.5371296405792236,0.9543065812448366,0.7899126476351285,0.7069100278220171,0.09999789245181619,1872.108847618103,0.29674649238586426,1873.3905272483826
20,SpatialMamba,32,1.5343705415725708,0.9544704735575422,0.7883807714412497,0.7249321006911787,0.09999789245181619,1875.7860987186432,0.2770848274230957,1877.049255847931
21,SpatialMamba,32,1.5317671298980713,0.9546248433550679,0.7880096551983009,0.7292981741376363,0.09999789245181619,1875.8007357120514,0.3325185775756836,1877.1330544948578
22,SpatialMamba,32,1.5290361642837524,0.9547864988947626,0.7894435129609433,0.7124292592830205,0.09999789245181619,1877.025988817215,0.28893518447875977,1878.2553913593292
23,SpatialMamba,32,1.5265058279037476,0.9549360144817302,0.7869137782771195,0.7421908437985938,0.09999789245181619,1862.5449812412262,0.276538610458374,1863.8090813159943
24,SpatialMamba,32,1.523772954940796,0.9550972273882432,0.7895045051132705,0.7117117045497576,0.09999789245181619,1863.6511735916138,0.2734360694885254,1864.8913173675537
