round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,SpatialBiGRU,8,2.5454299449920654,0.008446315992935327,0.763758542598784,1.014605381190777,"[0.12501063708452692, 0.12463390279978698, 0.12463390279978698, 0.12508751515970495, 0.12463390279978698, 0.12463390279978698, 0.12673233375683324, 0.12463390279978698]","[0.8687462912391694, 0.8243387765668261, 0.8490133748387649, 0.8633006574968233, 0.852696002474212, 0.8294756761058987, 0.8585572140516782, 0.8726438958429757]","[0.1504901716830562, 0.19709617933429216, 0.1708492490953311, 0.16690507352574052, 0.17001625529286277, 0.18800161528001022, 0.16702598424381848, 0.15063600816770553]","[0.15620605270957721, -0.06761431605319473, 0.09080706338174672, 0.025341487162196513, -0.05216580407909835, -0.014738684266227013, 0.10690636080663449, 0.10672665872672898]","[0.12839225950215474, 0.7550131679094858, 0.0, 0.8589326663538633, 0.275868727762709, 0.9463701384137861, 0.9350621997299438, 0.0]","[1.2948683500289917, 0.5443465113639832, 0.49228641390800476, 0.6317510604858398, 0.9073880314826965, 0.36931946873664856, 0.21618938446044922, 0.3437592089176178]",42.74769830703735
2,SpatialBiGRU,8,2.507033586502075,0.038134737791764795,0.7710432699851691,0.9289027060568333,"[0.12348864534460423, 0.1253268957386166, 0.12348864534460423, 0.12390316866946689, 0.12507181028195521, 0.12575676817408366, 0.12348864534460423, 0.12947542110206495]","[0.8977102718214784, 0.8742310708330671, 0.8805417341315427, 0.9261926402403, 0.87422308226093, 0.8729555168180192, 0.9119290331577914, 0.8649862678427079]","[0.08155727461316244, 0.11713122743694794, 0.10259960972208407, 0.06325203917398808, 0.13090267566697586, 0.1095991240690666, 0.08197282300747973, 0.11913386686844774]","[0.07780383977074495, 0.15411209166417714, 0.06767778010153146, 0.060645816461944155, 0.11390830131466347, 0.14467173559024216, -0.021306066061881544, 0.12418978352859764]","[0.0, 0.8185702315878991, 0.0, 0.8736147689623345, 0.854331534578363, 1.1478650751507375, 0.0, 3.1998103531234365]","[1.2259376049041748, 0.12361199408769608, 1.4498075246810913, 0.15061548352241516, 0.05417054146528244, -0.34146344661712646, 3.1682345867156982, -0.4559935927391052]",42.75941228866577
3,SpatialBiGRU,8,2.4630212783813477,0.07161045482788053,0.7820404107112437,0.7995245798677206,"[0.12494050725585508, 0.12525163847705523, 0.12447525018084696, 0.12444044550431364, 0.12444044550431364, 0.12460373968333215, 0.12611688650379457, 0.12573108689048879]","[0.8893332215569102, 0.8528952007652914, 0.8679065970699799, 0.8969118544100427, 0.9143447539265018, 0.8828267326113122, 0.8684924538203485, 0.8804808802526936]","[0.10551823630803005, 0.1368034794165349, 0.12897897078546158, 0.08632721205148457, 0.0847031003970957, 0.11432391283210462, 0.1263014945961909, 0.11332158117179482]","[0.08486921075519233, 0.08497893087079432, 0.03596439563068686, 0.05074329386513326, -0.10722017533709059, 0.014017456310979028, 0.115831439571782, 0.1077901220580756]","[0.44783118385837545, 0.5589116878182131, 0.06028915181226163, 0.0, 0.0, 0.8183166277920255, 0.914709132159472, 0.844715335617433]","[0.30979838967323303, 0.1129724383354187, 0.3831706643104553, 1.232548475265503, 0.9472772479057312, 0.2644405961036682, 0.04081523045897484, 0.2265043556690216]",42.364073753356934
4,SpatialBiGRU,8,2.2509217262268066,0.22461973550705794,0.7887789090290666,0.7202481290698051,"[0.12621495481434905, 0.12511662534063092, 0.12416771942387568, 0.12416771942387568, 0.12416771942387568, 0.1252156663089387, 0.12589640839437835, 0.1250531868700758]","[0.8435438366971858, 0.8114024907568459, 0.8351283732528699, 0.8844407591382586, 0.8032138318455098, 0.8759694814617517, 0.7994166525430314, 0.8540351723655378]","[0.19818488531570871, 0.22236286634656607, 0.19307034522358263, 0.15193264291129188, 0.22991841479825634, 0.1654455073138232, 0.23224225524126688, 0.18111006958207332]","[0.1277716736350298, 0.13686959057506998, 0.077411588188568, 0.10504081538043941, -0.044745837974383425, 0.07537939254441439, 0.036765217548494544, 0.087357591648806]","[0.645800435202925, 0.25014485875152703, 0.0, 0.0, 0.0, 0.6739027231991919, 1.6192888039760822, 0.449135426717241]","[0.7624527812004089, 0.6870304942131042, 1.060983419418335, 2.518798828125, 0.7122542858123779, 0.38180023431777954, -0.17117182910442352, 0.44304317235946655]",42.54863262176514
5,SpatialBiGRU,8,1.7761733531951904,0.5172028950328899,0.793436190269515,0.6654565850645304,"[0.12371429652070023, 0.1228644075784609, 0.1228644075784609, 0.1228644075784609, 0.12814821025214407, 0.1291910821951944, 0.12410942199509482, 0.12624376630148373]","[0.8169336663144334, 0.7592099953949536, 0.7942792547399031, 0.8300604875371622, 0.7720392127876755, 0.8082596133884798, 0.8720780220786932, 0.8020438561792823]","[0.24301671075239045, 0.2966288440202929, 0.26821272808309266, 0.250332168773998, 0.2885296179044512, 0.2551067549489822, 0.19813356051397926, 0.2624856044792691]","[0.0711142644462014, 0.10180998959314154, 0.019727580173917958, -0.04149924410530773, 0.13306200721737405, 0.10715512074913476, 0.16750855488189376, 0.100885051434141]","[0.3988835236829113, 0.0, 0.0, 0.0, 1.0967327762483696, 1.8368164602378607, 0.3037823334760771, 1.0246388207785133]","[1.1081196069717407, 0.8875073790550232, 0.834469735622406, 0.13891689479351044, -0.02541484124958515, -0.4072974920272827, 0.2647297978401184, -0.017663154751062393]",43.06369686126709
6,SpatialBiGRU,8,1.2918345928192139,0.7446076967403981,0.7953250942070037,0.6432341857999564,"[0.12582230735175776, 0.12432624032733061, 0.12432624032733061, 0.12528931523941822, 0.127257175772171, 0.12432624032733061, 0.12432624032733061, 0.12432624032733061]","[0.7902692290652992, 0.7700954029389359, 0.8948581728649074, 0.8035284137964245, 0.8271784036627592, 0.7542879273503013, 0.8507717186111706, 0.793532851995832]","[0.2640023127753739, 0.2866772260098256, 0.18494550119951517, 0.2530595611106586, 0.23168134891830708, 0.29807770650415577, 0.21888157406450923, 0.26613184600576706]","[0.08228900945219776, 0.06652563923301179, 0.08820129063857945, 0.09696625051761007, 0.08618823475250864, 0.07064823025557217, 0.06403250163181679, -0.03934497163033433]","[0.5506035860392119, 0.0, 0.0, 0.3144689595356412, 1.1669036950551217, 0.0, 0.0, 0.0]","[0.46299898624420166, 0.2795179784297943, 1.565350890159607, 0.30952244997024536, -0.03650188818573952, 1.3576964139938354, 0.7181225419044495, 0.7722559571266174]",43.93494153022766
7,SpatialBiGRU,8,1.0857042074203491,0.8196081295207647,0.7947548080466686,0.6499434347450734,"[0.12363602018191702, 0.1248757135471474, 0.12363602018191702, 0.12363602018191702, 0.12928714343609873, 0.12507065588098984, 0.126222406408096, 0.12363602018191702]","[0.8605095119095907, 0.8716917396076037, 0.8883545272688969, 0.8786621635059096, 0.8408338186823988, 0.8772973512092667, 0.9017764992927116, 0.8855372915103221]","[0.13420944245536195, 0.13294815325017922, 0.11773648523043308, 0.12237812947907849, 0.16266234465988447, 0.1174975717448323, 0.08578296822535289, 0.11894031429993272]","[0.12023016878249143, 0.05430683974595715, 0.019084506984143552, 0.014830868124539716, 0.14384352485899454, 0.11744007662710094, 0.12190380017864419, -0.006266941517684128]","[0.0, 1.3818616722983352, 0.0, 0.0, 1.9101664256155344, 0.8360729295690971, 1.9798249004908666, 2.768044857602725]","[0.9577594995498657, -0.2745516300201416, 0.18041154742240906, 0.06625010073184967, -0.28566572070121765, 0.07956698536872864, -0.3778311312198639, -0.09869291633367538]",42.68755578994751
8,SpatialBiGRU,8,1.010608196258545,0.8436997826882126,0.7979357906680554,0.6125201097875833,"[0.1257871157097602, 0.12385703741294372, 0.1240737341278777, 0.12385703741294372, 0.12385703741294372, 0.1293859501320099, 0.12428542050990818, 0.12489666728161283]","[0.8552538965500784, 0.8528104445510123, 0.8787739827690704, 0.8593255721473329, 0.855865690473, 0.9268201404475841, 0.8831550200070629, 0.9111160476560736]","[0.14181485457988238, 0.1429859332073125, 0.1169012241221232, 0.13307727717312837, 0.1436269389536011, 0.07999173752375256, 0.11202379422017704, 0.08716877823018516]","[0.14026530734536896, 0.030049040719995486, 0.010696488721614363, 0.10946913615059449, -0.037367076870873754, 0.12413860543334307, 0.03397913564930674, 0.13185675148318743]","[0.7773569154709057, 0.0, 1.3979582130900663, 0.0, 0.0, 4.397941270347216, 0.9070690029672197, 0.727241918643065]","[0.16104333102703094, 0.33939605951309204, -0.1492491215467453, 0.2992390990257263, 0.3970524072647095, -0.29350870847702026, 0.025835303589701653, 0.09235154092311859]",43.44112229347229
9,SpatialBiGRU,8,0.9668357372283936,0.8569462245174874,0.7972821909382939,0.6202095183730125,"[0.1254138936728047, 0.12452748919239406, 0.12452748919239406, 0.12452748919239406, 0.12632679191984128, 0.12452748919239406, 0.12452748919239406, 0.12562186844538378]","[0.8956154754233611, 0.876722368610882, 0.8744839045760163, 0.8843496347476447, 0.8680496596711736, 0.9086491449315467, 0.9112404974172328, 0.9195196919353487]","[0.08473876346857541, 0.10501482549939864, 0.11395456830651371, 0.08684855956296436, 0.11486998849155952, 0.08531675904589948, 0.0746735847580718, 0.06293254829648694]","[0.07172902142798268, 0.06097288791134483, 0.09038748259406879, 0.006841030368470354, 0.1200204495592807, -0.02355633695574209, 0.1434065656576814, 0.08185379147720237]","[1.1669417409352478, 0.0, 0.0, 0.0, 1.040539666822306, 0.0, 0.0, 1.6985862471688478]","[-0.05760510638356209, 0.6206379532814026, 0.5318228602409363, 0.34308815002441406, -0.025141937658190727, 0.6248576641082764, -0.24093297123908997, -0.0754447728395462]",42.86512494087219
10,SpatialBiGRU,8,0.9618242383003235,0.8584253837454172,0.799710631705448,0.591639626994729,"[0.12455740599756276, 0.12455740599756276, 0.12455740599756276, 0.12455740599756276, 0.12497996416681041, 0.12601928671113174, 0.12621371913424406, 0.12455740599756276]","[0.9380918440194911, 0.9017437511003649, 0.8869111317739314, 0.8984671438452599, 0.888341525815304, 0.8960786050050246, 0.8930608145126597, 0.8798428719979087]","[0.031435570893239936, 0.07834543214801235, 0.09197713769542666, 0.08092646405866485, 0.09237946518875369, 0.07359203030584396, 0.07906976662655027, 0.0992835590783913]","[0.15160877908219597, -0.028417257999022814, -0.004997896726930641, 0.07559612902065638, 0.07546958068503425, 0.14530081184135996, 0.10807169359720739, -0.041983554665080844]","[0.0, 0.6380631348268075, 0.0, 0.0, 0.4857750676022489, 1.0912084826995636, 1.5458919773899171, 0.0]","[1.752031922340393, 0.420364111661911, 0.13596872985363007, 0.027976632118225098, 0.25145038962364197, -0.0390237458050251, -0.30529436469078064, 0.14006713032722473]",42.846187353134155
