round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,GAT,4,2.5284218788146973,0.021652842395588956,0.7472844046398996,1.208418768942356,"[0.2501661273862181, 0.2509534456326232, 0.2493103168414043, 0.24957011013975455]","[0.7503776124306887, 0.7308391496232668, 0.7347252035737625, 0.7215164343597854]","[0.28416251152417793, 0.2886722437282659, 0.27842118358769063, 0.2816480648183313]","[0.05652528364719982, 0.11464444125574044, 0.058588066726531905, 0.08249441514832273]","[0.9666231139671826, 0.5640937199050426, 0.7417424675963155, 0.565580805098812]","[0.1087174117565155, 0.1293506920337677, 0.6226869225502014, 0.8528860807418823]",22.59391713142395
2,GAT,4,2.5060057640075684,0.03892320757628498,0.7597223444089294,1.0620900657773018,"[0.24775555786372985, 0.25032692112131844, 0.25009390644816315, 0.25182361456678853]","[0.7547159132834391, 0.7830011887446685, 0.74999099723913, 0.7343618041058885]","[0.2480145676861627, 0.23517349288797507, 0.25915601122231235, 0.23758653754119038]","[0.06906022230609389, 0.1655052996586408, 0.05227154753337331, 0.07352605191295376]","[0.0, 0.2652749059327609, 0.6934548914464183, 0.932308105987541]","[0.6216140389442444, 0.6848969459533691, 0.9426143765449524, 0.10976728796958923]",22.54508638381958
3,GAT,4,2.4057974815368652,0.11424810109052008,0.7733483555838466,0.9017840519547462,"[0.2483686907688239, 0.2483686907688239, 0.25489392769352837, 0.2483686907688239]","[0.7164834580014984, 0.6988863379608464, 0.7177686216991591, 0.7059862485359485]","[0.31897573758806624, 0.3527459402696835, 0.32918653380547824, 0.31948686399865495]","[0.12197627156972894, 0.12200281084761652, 0.10104103406150801, 0.1146115704220259]","[0.0, 0.0, 0.7796797788786404, 0.0]","[0.3420896828174591, 0.9039866924285889, 0.22704584896564484, 1.7688790559768677]",23.14806628227234
4,GAT,4,2.1402485370635986,0.2989930103791324,0.7832465925469995,0.7853342053294182,"[0.25362361635592034, 0.24378815943604876, 0.24496954911921662, 0.25761867508881436]","[0.6535660471487401, 0.7260077116270902, 0.597853619054667, 0.788055995160055]","[0.3907789565433115, 0.3413272534181045, 0.43953063314457, 0.2753809589382031]","[0.10633493800588346, -0.04716191864882836, 0.07748708965842754, 0.1830265345390387]","[0.9518270487350082, 0.0668011295150144, 0.14194261290490448, 1.0948141774752638]","[0.009515236131846905, 0.6709925532341003, 0.5360332131385803, -0.04778699576854706]",22.925735235214233
5,GAT,4,1.5364164113998413,0.6387467079113625,0.7920418675586581,0.6818603816628456,"[0.24960463235113842, 0.24960463235113842, 0.24960463235113842, 0.25118610294658467]","[0.5909725597137108, 0.6602481630201259, 0.6490754427036047, 0.6544208919333714]","[0.49449642995043286, 0.43979131866513227, 0.45491287161939914, 0.4355113726700792]","[0.10985037724920178, 0.17336055200007627, 0.10506496346407801, 0.010000337754891217]","[0.0, 0.0, 0.0, 1.450182947388958]","[1.4775075912475586, 0.3539282977581024, 0.29638493061065674, -0.3612872362136841]",22.545552730560303
6,GAT,4,1.1038323640823364,0.8135337924250858,0.7910672349050641,0.6933266481757164,"[0.25, 0.25, 0.25, 0.25]","[0.6617637171580264, 0.6650932416099627, 0.6899528854639007, 0.7517041349871559]","[0.3886593915803453, 0.38055191401522165, 0.3661693864408136, 0.3055253028451343]","[0.11895311694773944, 0.0699820617938163, 0.03466977252702127, 0.084996700905263]","[0.0, 0.0, 0.0, 0.0]","[0.5059263706207275, 1.0425608158111572, 0.4876837730407715, 1.6797512769699097]",22.607699632644653
7,GAT,4,0.9877009391784668,0.8507051424395389,0.7968430094279348,0.6253763596713543,"[0.25, 0.25, 0.25, 0.25]","[0.7456658542765648, 0.7777970963353091, 0.7713419519001748, 0.7757868093083133]","[0.2335365135067198, 0.19820882807308982, 0.2097715236127313, 0.21739953354467767]","[0.03164609446252312, 0.05498039619538388, 0.014648514441810152, -0.02087423827528278]","[0.0, 0.0, 0.0, 0.0]","[0.9138219952583313, 0.8383505344390869, 2.50307559967041, -0.16565322875976562]",22.56177568435669
8,GAT,4,0.8262493014335632,0.8955240873720668,0.7976512620940804,0.6158675047755242,"[0.25, 0.25, 0.25, 0.25]","[0.7894970701051911, 0.7615776143981182, 0.7832657553774325, 0.7978185248109307]","[0.1720433716388874, 0.20262048579532022, 0.19776718820999095, 0.15905859554288618]","[-0.01316317042740808, 0.026490282635882753, 0.02836999897457123, 0.09273172670026184]","[1.9893072403968513, 0.0, 0.0, 0.0]","[-0.18845966458320618, 0.4144692122936249, 0.6097479462623596, 0.8913239240646362]",22.721641540527344
9,GAT,4,0.8172251582145691,0.8977937713128764,0.7989233734384179,0.6009014889597892,"[0.24656421306525814, 0.25181553591434797, 0.25505603795513576, 0.24656421306525814]","[0.7896345511970848, 0.7477481364189842, 0.7704162022230004, 0.7940994879284783]","[0.21784961096093727, 0.23921733898984032, 0.2170091174950949, 0.13721705647959645]","[0.06633807218426958, 0.11208050879632207, 0.1379371657028983, 0.042944262511256666]","[0.0, 0.7860168539228329, 1.131197160687076, 0.0]","[0.36909669637680054, 0.049017004668712616, -0.05089956894516945, 1.3793272972106934]",22.610957145690918
10,GAT,4,0.7609782218933105,0.9113786458321009,0.8012628911301494,0.5733777514100075,"[0.2542097737657921, 0.2476315607546424, 0.2476315607546424, 0.2505271047249232]","[0.7587993409465584, 0.8717686808355734, 0.7830110529861334, 0.8026394836616653]","[0.1785337551525059, 0.10644762893184427, 0.15620319786686931, 0.13345608298248382]","[0.1347885338743245, -0.0658234401738878, 0.06627920006016508, 0.04584984176268755]","[1.089490006615309, 0.0, 0.0, 1.899859654570292]","[-0.12095841020345688, 0.2563632130622864, 0.9537853002548218, -0.3640623390674591]",22.52944326400757
