round,arch,n_workers,rmse,r2,gamma,mean_uncertainty,compression_ratio,compute_time,agg_time,elapsed
1,STGCN,2,1.5806825160980225,0.951680550712165,0.781519325789015,0.8056549907174718,0.0999994716198199,65.9040048122406,0.04474520683288574,66.91908812522888
2,STGCN,2,1.578277587890625,0.9518274754195761,0.7803829484018449,0.8190241364488833,0.0999994716198199,66.57229852676392,0.09341979026794434,67.63371849060059
3,STGCN,2,1.5758377313613892,0.9519762975478925,0.7832608276833235,0.7851667331373706,0.0999994716198199,64.4415373802185,0.037392377853393555,65.41775155067444
4,STGCN,2,1.5737181901931763,0.9521053988925247,0.7932533369816028,0.6676078002164378,0.0999994716198199,63.40984106063843,0.09503006935119629,64.40925884246826
5,STGCN,2,1.5720607042312622,0.9522062336821802,0.7868166303511965,0.7433337605741585,0.0999994716198199,65.52729105949402,0.04490327835083008,66.57855010032654
6,STGCN,2,1.570435881614685,0.9523049762923307,0.7845675663314167,0.7697933372774507,0.0999994716198199,65.81583023071289,0.05745744705200195,66.85704946517944
7,STGCN,2,1.5686495304107666,0.9524134243727097,0.7916828647393527,0.6860839442429105,0.0999994716198199,65.81315994262695,0.04497385025024414,66.8217236995697
8,STGCN,2,1.5676947832107544,0.9524713266946383,0.7851864947611867,0.7625118263389796,0.0999994716198199,65.06206965446472,0.05472159385681152,66.09762763977051
9,STGCN,2,1.566673755645752,0.9525332215678648,0.7918641584120982,0.6839510775047266,0.0999994716198199,63.986207485198975,0.0641171932220459,65.01306390762329
10,STGCN,2,1.5657658576965332,0.9525882202161221,0.7882341229723244,0.726657376796182,0.0999994716198199,64.53607535362244,0.04175901412963867,65.5487368106842
11,STGCN,2,1.5647567510604858,0.952649312447846,0.7939245193269605,0.6597115373298761,0.0999994716198199,65.57140183448792,0.04048919677734375,66.56120419502258
12,STGCN,2,1.5635212659835815,0.9527240495851146,0.7817416249026248,0.8030397070279435,0.0999994716198199,63.57205247879028,0.06061196327209473,64.55906796455383
13,STGCN,2,1.5622514486312866,0.9528008110314671,0.7804456502633069,0.8182864674905064,0.0999994716198199,64.97368741035461,0.05481147766113281,65.99230098724365
14,STGCN,2,1.5612263679504395,0.9528627324626845,0.7884347350013236,0.7242972352785462,0.0999994716198199,65.18245434761047,0.09725570678710938,66.27258920669556
15,STGCN,2,1.5600173473358154,0.9529357079198904,0.7831353610994037,0.7866428105952501,0.0999994716198199,64.76554584503174,0.04137301445007324,65.80763077735901
16,STGCN,2,1.5591763257980347,0.952986439584277,0.7841084119442584,0.7751951535969598,0.0999994716198199,64.08860564231873,0.06044816970825195,65.10930180549622
17,STGCN,2,1.5579371452331543,0.953061144261779,0.7961648500126788,0.6333547057331907,0.0999994716198199,65.30875039100647,0.059717655181884766,66.32623887062073
18,STGCN,2,1.556889295578003,0.9531242637534746,0.7889400990221247,0.7183517762102973,0.0999994716198199,64.29109930992126,0.0574803352355957,65.34491896629333
19,STGCN,2,1.5555428266525269,0.9532053098890249,0.7919968079316366,0.6823904949219218,0.0999994716198199,64.72130298614502,0.05995607376098633,65.73640322685242
20,STGCN,2,1.554740071296692,0.9532535952673613,0.7771799254823285,0.8567067590314288,0.0999994716198199,65.30551433563232,0.10592269897460938,66.39493441581726
21,STGCN,2,1.553151249885559,0.9533490889499588,0.7894088449745597,0.7128371179463572,0.0999994716198199,64.68149185180664,0.05677151679992676,65.65463066101074
22,STGCN,2,1.5523349046707153,0.9533981150011525,0.7937457416381924,0.6618148042565586,0.0999994716198199,65.18398213386536,0.05456686019897461,66.20633912086487
23,STGCN,2,1.5515148639678955,0.9534473417127217,0.7871464721849419,0.7394532684124482,0.0999994716198199,63.44035482406616,0.10520577430725098,64.47948455810547
24,STGCN,2,1.5508219003677368,0.9534889138211373,0.7914468108809231,0.6888610484597275,0.0999994716198199,64.91807270050049,0.061737060546875,65.98522925376892
