round,arch,n_workers,rmse,r2,gamma,mean_uncertainty,compression_ratio,compute_time,agg_time,elapsed
1,SpatialMamba,16,1.5834206342697144,0.951513005200267,0.7940828056645447,0.6578493451230036,0.09999789245181619,945.4265036582947,0.10174775123596191,946.5210738182068
2,SpatialMamba,16,1.5808721780776978,0.9516689596245829,0.7912983291617607,0.69060789221458,0.09999789245181619,944.1975648403168,0.10160279273986816,945.2995948791504
3,SpatialMamba,16,1.5782263278961182,0.9518306004098382,0.788276335586566,0.7261607578051064,0.09999789245181619,944.473226070404,0.12844204902648926,945.5638802051544
4,SpatialMamba,16,1.5753504037857056,0.9520059982343776,0.7948321111979008,0.6490339859070495,0.09999789245181619,945.9195411205292,0.10753083229064941,946.9853231906891
5,SpatialMamba,16,1.5724146366119385,0.952184712856891,0.7878926407738991,0.7306748144247167,0.09999789245181619,948.7227802276611,0.10152244567871094,949.8210127353668
6,SpatialMamba,16,1.5699477195739746,0.9523346268137219,0.7844074324565214,0.7716772652173942,0.09999789245181619,943.6942038536072,0.10356450080871582,944.7989680767059
7,SpatialMamba,16,1.5670359134674072,0.9525112699129455,0.7894072135511103,0.7128563111634081,0.09999789245181619,943.4040975570679,0.1015632152557373,944.50630235672
8,SpatialMamba,16,1.5644123554229736,0.9526701516180356,0.7919701636195229,0.6827039574173774,0.09999789245181619,944.0542016029358,0.10220885276794434,945.1388189792633
9,SpatialMamba,16,1.561681866645813,0.9528352242858922,0.7880206600194917,0.7291687056530398,0.09999789245181619,945.7080790996552,0.09964680671691895,946.7534193992615
10,SpatialMamba,16,1.5588370561599731,0.9530068980899304,0.7921020694108913,0.6811521245777488,0.09999789245181619,951.189760684967,0.10199999809265137,952.2649326324463
11,SpatialMamba,16,1.5559401512145996,0.9531813958936672,0.7897073979717123,0.7093247297445613,0.09999789245181619,954.1843655109406,0.09727954864501953,955.266871213913
12,SpatialMamba,16,1.5531456470489502,0.9533494283020648,0.7909079691755652,0.6952003626404094,0.09999789245181619,954.4508564472198,0.12127232551574707,955.5439114570618
13,SpatialMamba,16,1.5500999689102173,0.9535322003954095,0.7841659465594275,0.7745182757714404,0.09999789245181619,951.8822531700134,0.10421395301818848,952.9508335590363
14,SpatialMamba,16,1.5473101139068604,0.9536993209794531,0.7887887474845622,0.7201323825345627,0.09999789245181619,950.4423625469208,0.10270953178405762,951.520176410675
15,SpatialMamba,16,1.544456958770752,0.9538699147585281,0.7837396024891329,0.7795340883631414,0.09999789245181619,952.8438868522644,0.10158991813659668,953.8997428417206
16,SpatialMamba,16,1.541548490524292,0.9540434889343593,0.7869652124787028,0.7415857355446728,0.09999789245181619,950.8890314102173,0.10388016700744629,952.0065977573395
17,SpatialMamba,16,1.5386321544647217,0.9542172106545843,0.7889330700121838,0.7184344704448963,0.09999789245181619,954.5858435630798,0.10210204124450684,955.65513920784
18,SpatialMamba,16,1.5359441041946411,0.954377039594683,0.7864412325917981,0.7477502048023751,0.09999789245181619,948.8560433387756,0.10321474075317383,949.9556219577789
19,SpatialMamba,16,1.5327492952346802,0.954566637091688,0.7877261625828215,0.732633381378571,0.09999789245181619,953.0927214622498,0.10241985321044922,954.1423144340515
20,SpatialMamba,16,1.5299022197723389,0.954735259677661,0.7900867779208568,0.7048614362252132,0.09999789245181619,953.7256188392639,0.09959125518798828,954.8027081489563
21,SpatialMamba,16,1.5271881818771362,0.9548957201077655,0.7873011226864063,0.7376338507481621,0.09999789245181619,952.3596997261047,0.10215640068054199,953.4376337528229
22,SpatialMamba,16,1.524192452430725,0.9550725018987193,0.7924794095067054,0.6767128293328774,0.09999789245181619,948.1864500045776,0.10036706924438477,949.2555155754089
23,SpatialMamba,16,1.5210117101669312,0.9552598183593951,0.7877492462654662,0.7323618086415743,0.09999789245181619,950.1698756217957,0.10082697868347168,951.2706952095032
24,SpatialMamba,16,1.5181421041488647,0.9554284734051348,0.7911788123461034,0.6920139723987826,0.09999789245181619,945.0779597759247,0.1030738353729248,946.1384327411652
