round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,SpatialBiGRU,2,2.502570390701294,0.04155644259271263,0.7650635373532771,0.9992525017261505,"[0.5047212252837653, 0.49527877471623466]","[0.5800977670632965, 0.648552851574607]","[0.2537795192903423, 0.2537795192903423]","[0.1861685591602088, 0.028340846830380906]","[0.4702713837820799, 0.46339248090527424]","[0.9423871636390686, 0.9608566164970398]",13.680906295776367
2,SpatialBiGRU,2,2.448540687561035,0.082494725372525,0.7676938256770373,0.9683079332113266,"[0.4988418005609586, 0.5011581994390414]","[0.6506007212042438, 0.6825333641482243]","[0.11303483988501767, 0.11303483988501767]","[0.04810989193684861, 0.12443859506394334]","[0.3909198900534639, 0.48050012619195437]","[0.12398082762956619, 0.3395736813545227]",13.67629337310791
3,SpatialBiGRU,2,2.340919017791748,0.1613771980416664,0.7753828284561635,0.8778490769863129,"[0.5, 0.5]","[0.6071538337429188, 0.6571156570540007]","[0.20518761961357732, 0.20518761961357732]","[0.10856044047582741, 0.020184039236558933]","[0.0, 0.0]","[0.7531668543815613, 1.1985410451889038]",13.898436546325684
4,SpatialBiGRU,2,2.142670154571533,0.29740585843885037,0.7771179939478635,0.857435365319252,"[0.4966729942424545, 0.5033270057575455]","[0.6440246419194475, 0.5950652293537494]","[0.23665430977235696, 0.23665430977235696]","[0.030350117591963068, 0.07518935611180817]","[0.0, 0.7479102688483169]","[0.41548359394073486, 0.18750500679016113]",13.747474431991577
5,SpatialBiGRU,2,1.5729764699935913,0.6213495910132132,0.785553491294384,0.7581942200660705,"[0.5, 0.5]","[0.5999369208952547, 0.6485802115709353]","[0.22482611913452413, 0.22482611913452413]","[0.16246516218232934, 0.019977844831004545]","[0.0, 0.0]","[0.8992269039154053, 0.788938581943512]",13.731839895248413
6,SpatialBiGRU,2,1.166056752204895,0.791918577013173,0.7910983899906278,0.6929601177573204,"[0.5, 0.5]","[0.5957505298584154, 0.6042404004414853]","[0.2801469788748119, 0.2801469788748119]","[0.07813616411477896, 0.05712547164740017]","[0.0, 0.0]","[1.0522656440734863, 0.6891536712646484]",14.821333408355713
7,SpatialBiGRU,2,1.4134931564331055,0.6942394878271652,0.6314723426651955,0.7136420196294784,"[0.4952264478308357, 0.5047735521691643]","[0.6602310440793083, 0.660088396439542]","[0.12837877604845954, 0.12837877604845954]","[0.16737184393967436, 0.11646356151446464]","[0.0, 1.2771202457622854]","[0.7830219268798828, -0.22333943843841553]",14.16026496887207
8,SpatialBiGRU,2,1.0472533702850342,0.8321592427501817,0.7888810990989208,0.7190458929538727,"[0.5026361039920534, 0.4973638960079465]","[0.6848568989174427, 0.6844665565712681]","[0.06247706611048948, 0.06247706611048948]","[0.11437903271082103, 0.10539228399280932]","[1.47557034807532, 0.0]","[-0.3684510588645935, -0.08897741138935089]",13.740588665008545
9,SpatialBiGRU,2,0.9741721749305725,0.854766972992139,0.7929887904778122,0.6707201120257378,"[0.5031900686684082, 0.49680993133159174]","[0.6241175760739864, 0.6466392751971025]","[0.19347066628448945, 0.19347066628448945]","[0.07302248117071501, 0.07563052668863028]","[0.9032220754341008, 0.0]","[0.16530217230319977, 1.2656058073043823]",13.883733034133911
10,SpatialBiGRU,2,1.0157617330551147,0.8421016555623736,0.6362442769026756,0.6434665161371231,"[0.5077052444090921, 0.4922947555909079]","[0.6405898803662651, 0.6518246633438208]","[0.1650469528457164, 0.1650469528457164]","[0.160858073728428, 0.07670379518267231]","[1.2973337458011123, 0.2859201185102652]","[-0.3804439306259155, -0.3014323115348816]",13.80097484588623
11,SpatialBiGRU,2,0.9894838333129883,0.8501656614745893,0.797736832767725,0.6148607909679413,"[0.49794826159128014, 0.5020517384087199]","[0.6856596034812193, 0.6446874688975835]","[0.11782685000007741, 0.11782685000007741]","[0.028588828564835665, 0.04124089927029734]","[0.0, 1.68893351053424]","[0.9062667489051819, -0.3094690144062042]",13.638494491577148
12,SpatialBiGRU,2,1.1112054586410522,0.8110344235371745,0.6397685584855081,0.5916388458013535,"[0.5, 0.5]","[0.7083302633428741, 0.676429581888708]","[0.04279081812575439, 0.04279081812575439]","[0.0878592343775944, 0.13806998068729212]","[0.0, 0.0]","[0.15634983777999878, 0.3784118890762329]",13.775649309158325
13,SpatialBiGRU,2,0.9319431185722351,0.8670853811524712,0.801413763833046,0.5716027784347535,"[0.502058516965274, 0.497941483034726]","[0.6538724641046575, 0.6807205628531653]","[0.11060085046360751, 0.11060085046360751]","[0.05309048372534807, 0.0958195640726713]","[1.4023043275439449, 0.0]","[-0.06260468065738678, 0.6893680095672607]",13.633157968521118
14,SpatialBiGRU,2,0.9470687508583069,0.8627359073324453,0.8009768599331379,0.5767428243160247,"[0.5673219117328722, 0.4326780882671279]","[0.6522499146714037, 0.6777357139720346]","[0.1166284205336641, 0.1166284205336641]","[0.045225096251697405, 0.09989724614373577]","[53.75254148393324, 1.080314756726923]","[-0.2565252482891083, -0.13628381490707397]",13.75568413734436
15,SpatialBiGRU,2,1.052666425704956,0.8304196836232299,0.6416673850357533,0.5637149259448051,"[0.3378881588144685, 0.6621118411855316]","[0.6572047372066462, 0.672437996232714]","[0.11640387250612072, 0.11640387250612072]","[0.08834990067886181, 0.06582771066173958]","[0.5562346644709777, 88.53913362488322]","[0.22625857591629028, -0.17058442533016205]",14.439188003540039
16,SpatialBiGRU,2,0.8774895071983337,0.8821640484803681,0.802375890572369,0.5602836403250695,"[0.5030579836905529, 0.4969420163094472]","[0.7382197161006163, 0.6208426270883082]","[0.09839373364722201, 0.09839373364722201]","[0.09561704570515582, 0.09905142312266377]","[1.3001640830041041, 0.0]","[-0.39495307207107544, 0.07678230851888657]",14.131296157836914
17,SpatialBiGRU,2,0.8365519642829895,0.8929023879762032,0.8044048471793532,0.5364135625958442,"[0.5007061200750281, 0.49929387992497193]","[0.7345995006278904, 0.6357764678643962]","[0.07637310274206142, 0.07637310274206142]","[0.03276919651055649, -0.008663308319191073]","[1.1285846755507327, 0.0]","[-0.23348629474639893, 0.20885655283927917]",13.493615627288818
