round,arch,n_workers,rmse,r2,gamma,mean_uncertainty,compression_ratio,compute_time,agg_time,elapsed
1,SpatialMamba,4,1.5831105709075928,0.9515320000655333,0.7951565263030971,0.6452173376106226,0.09999789245181619,232.84807062149048,0.021150588989257812,233.85435128211975
2,SpatialMamba,4,1.5795851945877075,0.9517476155409526,0.7938079145978023,0.6610833576729138,0.09999789245181619,232.69719004631042,0.025012969970703125,233.71520900726318
3,SpatialMamba,4,1.5759731531143188,0.9519680439144996,0.787237826093432,0.7383785165478595,0.09999789245181619,233.46256804466248,0.022835969924926758,234.40010929107666
4,SpatialMamba,4,1.5723683834075928,0.9521875191512623,0.788839929420907,0.7195302421069767,0.09999789245181619,233.0128481388092,0.02311563491821289,233.98892879486084
5,SpatialMamba,4,1.5687954425811768,0.9524045687581899,0.7908726095161868,0.695616358633097,0.09999789245181619,232.7654778957367,0.022258281707763672,233.74512004852295
6,SpatialMamba,4,1.5657957792282104,0.9525864054200776,0.7844781292447341,0.7708455382972454,0.09999789245181619,233.97697043418884,0.02219700813293457,234.98760151863098
7,SpatialMamba,4,1.5627175569534302,0.952772647757566,0.7845010558024907,0.7705758140883443,0.09999789245181619,232.97017431259155,0.021178722381591797,233.98711442947388
8,SpatialMamba,4,1.5592314004898071,0.9529831198354151,0.790080644070748,0.704933599167671,0.09999789245181619,233.76065850257874,0.021716594696044922,234.76895689964294
9,SpatialMamba,4,1.5562207698822021,0.9531645138641212,0.7787650058385042,0.8380587548411269,0.09999789245181619,231.88484239578247,0.02182459831237793,232.89136600494385
10,SpatialMamba,4,1.553328514099121,0.9533384362447218,0.7854894483140059,0.7589476668940472,0.09999789245181619,231.9888162612915,0.018935441970825195,232.99141573905945
11,SpatialMamba,4,1.5500688552856445,0.9535340712583238,0.7859780345782261,0.7531995931973405,0.09999789245181619,232.69073367118835,0.022671222686767578,233.65283012390137
12,SpatialMamba,4,1.5464706420898438,0.9537495480420127,0.7871064765483003,0.7399238053141133,0.09999789245181619,232.43723249435425,0.024953126907348633,233.43115234375
13,SpatialMamba,4,1.5434391498565674,0.9539306912452492,0.7861661260737839,0.7509867520731311,0.09999789245181619,232.80560111999512,0.03000783920288086,233.84460306167603
14,SpatialMamba,4,1.5403085947036743,0.9541173850685829,0.7947621528603505,0.6498570251723472,0.09999789245181619,232.95693802833557,0.022131681442260742,233.9392020702362
15,SpatialMamba,4,1.5375962257385254,0.9542788428987898,0.7873445799485185,0.7371225888409598,0.09999789245181619,232.11987328529358,0.017696380615234375,233.13071084022522
16,SpatialMamba,4,1.5341962575912476,0.9544808164195522,0.7859858205625991,0.7531079933811864,0.09999789245181619,233.48658800125122,0.021808385848999023,234.4267225265503
17,SpatialMamba,4,1.5308424234390259,0.9546796118340708,0.782877218262976,0.78967978514146,0.09999789245181619,230.87607789039612,0.021470308303833008,231.90207171440125
18,SpatialMamba,4,1.5272636413574219,0.9548912613161828,0.7790108424198059,0.8351665597669883,0.09999789245181619,232.8235456943512,0.019850730895996094,233.85280680656433
19,SpatialMamba,4,1.524186372756958,0.9550728589561525,0.7932124823547546,0.6680884428852394,0.09999789245181619,232.82353830337524,0.022165775299072266,233.8507866859436
20,SpatialMamba,4,1.520755410194397,0.9552748944455602,0.7832781023466239,0.784963501804426,0.09999789245181619,231.65890264511108,0.01860332489013672,232.5903263092041
21,SpatialMamba,4,1.5172178745269775,0.9554827313805349,0.7860053974828838,0.7528776766719544,0.09999789245181619,233.70170760154724,0.022032499313354492,234.68749713897705
22,SpatialMamba,4,1.5138453245162964,0.9556804231629873,0.784696948033824,0.7682711996020709,0.09999789245181619,233.26528072357178,0.024385690689086914,234.27585101127625
23,SpatialMamba,4,1.5108070373535156,0.9558581403853982,0.7895320350301502,0.7113878231747031,0.09999789245181619,232.43265795707703,0.0218353271484375,233.4335422515869
24,SpatialMamba,4,1.5072039365768433,0.9560684354099747,0.7935345987440933,0.6642988383047848,0.09999789245181619,232.73071193695068,0.02083897590637207,233.73937964439392
