round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,DeepESN,2,2.4516210556030273,0.08018473681411709,0.7584096932679414,1.0775330203771591,"[0.5026336829859946, 0.4973663170140054]","[0.49209604445042787, 0.5394244338623115]","[0.4733219278485867, 0.4733219278485867]","[0.11826261995227476, 0.17826755103731198]","[0.48864234659053446, 0.1993122462885486]","[0.27757203578948975, 0.8740242123603821]",12.07804250717163
2,DeepESN,2,2.428497076034546,0.09745447928924955,0.764769910389185,1.002706936597824,"[0.5059301223326331, 0.4940698776673669]","[0.6206838736198594, 0.6322360756400726]","[0.21533256103561796, 0.21533256103561796]","[0.07166886784164217, 0.10151119173420331]","[1.537106439445743, 0.0]","[-0.23902982473373413, 1.1285701990127563]",12.083409786224365
3,DeepESN,2,2.4030861854553223,0.11624349879824125,0.7722457376912236,0.9147560271620749,"[0.4986467233860045, 0.5013532766139954]","[0.622366258313321, 0.6670291431395498]","[0.17212978993036415, 0.17212978993036415]","[0.121914605009917, 0.04536252521310807]","[0.0, 0.6932584464510732]","[0.5701664686203003, 0.9704735279083252]",12.16252589225769
4,DeepESN,2,2.4136180877685547,0.10848010399681152,0.7744174865573644,0.8892060405015946,"[0.4988007808546329, 0.5011992191453671]","[0.6224361219576984, 0.7195257302470386]","[0.11480614170494617, 0.11480614170494617]","[0.08375998994657904, 0.06301116588026212]","[0.3995526375615661, 1.1942170543834387]","[0.3779381811618805, -0.18268220126628876]",12.0994553565979
5,DeepESN,2,2.409388780593872,0.11160166471614597,0.7787751567691564,0.8379393321275711,"[0.4999637331809295, 0.5000362668190705]","[0.7068365045275663, 0.696911608658339]","[0.014894977692521676, 0.014894977692521676]","[0.08549346232241939, 0.022673153619502815]","[0.18972552459988826, 1.1449502821374835]","[0.31424885988235474, -0.048009999096393585]",12.222241640090942
6,DeepESN,2,2.3823347091674805,0.13144069034633332,0.7766306207001209,0.8631691682338715,"[0.5, 0.5]","[0.7168822690120017, 0.6232248081366727]","[0.11625905335408308, 0.11625905335408308]","[0.03872715468229542, 0.11266335316030215]","[0.0, 0.0]","[1.1585502624511719, 0.32627612352371216]",12.028619050979614
7,DeepESN,2,2.374868869781494,0.13687591358690054,0.779432898105681,0.8302011987566948,"[0.49949607046804306, 0.5005039295319569]","[0.7275790242672644, 0.667809343723595]","[0.03190810042283043, 0.03190810042283043]","[0.03497670646427337, 0.1622523147672033]","[0.45494983356517843, 0.48742159888487163]","[0.6550073623657227, 0.7329394817352295]",12.150864124298096
8,DeepESN,2,2.3578133583068848,0.14922871066197785,0.7895409052953124,0.7112834671139716,"[0.5, 0.5]","[0.7284458153768392, 0.7001451722708244]","[-0.019250385982298442, -0.019250385982298442]","[0.0568123789853186, 0.048826572460307645]","[0.596707718001878, 0.7480223842111182]","[0.34826475381851196, 0.07052552700042725]",12.073715925216675
9,DeepESN,2,2.364471912384033,0.14441681569048714,0.7913458371207118,0.6900489750504494,"[0.5, 0.5]","[0.6656023924688648, 0.6984067332576247]","[0.07143525650962188, 0.07143525650962188]","[0.0501938453515384, 0.09948923543007443]","[0.0, 0.0]","[0.9432876110076904, -0.16844874620437622]",12.091228723526001
10,DeepESN,2,2.373549699783325,0.13783450653137252,0.7893868648037314,0.7130957081913949,"[0.5, 0.5]","[0.710068899565509, 0.6840944143114568]","[0.029186205983890656, 0.029186205983890656]","[0.04497309034774009, 0.06545290652606875]","[0.0, 0.0]","[0.7330312728881836, 1.6796038150787354]",12.134922504425049
11,DeepESN,2,2.354252576828003,0.15179643705312384,0.7957019051864743,0.6388011154532433,"[0.5, 0.5]","[0.727690628625538, 0.7020940236833537]","[-0.021173364769571417, -0.021173364769571417]","[0.09895042875216051, 0.020727092366983172]","[0.0, 1.7112427293886763]","[0.9477576613426208, -0.1855478286743164]",12.183805465698242
12,DeepESN,2,2.2991280555725098,0.1910526675647748,0.7889324475675822,0.7184417933225631,"[0.5, 0.5]","[0.698841568916278, 0.6846756607818191]","[0.0432500013347948, 0.0432500013347948]","[0.05409514866562194, -0.044399987406003275]","[0.0, 0.0]","[0.3909374475479126, 0.7635782957077026]",12.012819528579712
13,DeepESN,2,2.3310179710388184,0.16845617715823902,0.7923592993587255,0.6781258898973466,"[0.5000047124605447, 0.4999952875394554]","[0.7294230607282508, 0.6844630577309322]","[0.0034981115035721488, 0.0034981115035721488]","[0.006170707743263382, 0.09813742683154468]","[0.8737142675089827, 0.0]","[0.056738581508398056, 0.9760916829109192]",12.058321237564087
14,DeepESN,2,2.2931008338928223,0.1952883730783469,0.7938777882665395,0.6602613145112992,"[0.5, 0.5]","[0.7259437693912197, 0.6935950175630005]","[-0.0059829040235927855, -0.0059829040235927855]","[0.09463476414489459, 0.011211129179791406]","[0.0, 0.3950676198577472]","[0.8285034894943237, 0.5081732869148254]",12.725826263427734
15,DeepESN,2,2.2686514854431152,0.21235685711535202,0.7938617537856102,0.6604499554634095,"[0.5, 0.5]","[0.7247684073409497, 0.6820386889121539]","[0.013206580364817476, 0.013206580364817476]","[0.06384676754000117, 0.03717290274586349]","[0.0, 0.0]","[1.0347639322280884, 0.23437583446502686]",12.146652221679688
16,DeepESN,2,2.2681162357330322,0.21272842552510018,0.7971261719435454,0.6220450359582901,"[0.5, 0.5]","[0.6931513774172214, 0.7103633443750773]","[0.015522303784260484, 0.015522303784260484]","[0.10854264006370382, -0.010572502883978152]","[0.0, 0.0]","[0.24618637561798096, 1.2253198623657227]",12.047286748886108
17,DeepESN,2,2.2299134731292725,0.23902577963670668,0.7944671346157789,0.6533278280496597,"[0.5, 0.5]","[0.6589782018814305, 0.7358882210892242]","[0.036230262127919924, 0.036230262127919924]","[0.08590928735916684, 0.029412495774772597]","[0.0, 0.0]","[0.143288716673851, 0.8384257555007935]",12.769895553588867
