round,arch,n_workers,rmse,r2,gamma,mean_uncertainty,compression_ratio,compute_time,agg_time,elapsed
1,STGCN,32,1.5812674760818481,0.9516447889019798,0.7847609055776719,0.7675187579097427,0.0999994716198199,984.5514035224915,1.9359614849090576,987.4968748092651
2,STGCN,32,1.5800071954727173,0.9517218336335684,0.787678083515212,0.7331990174680945,0.0999994716198199,982.7905178070068,1.9706084728240967,985.7522826194763
3,STGCN,32,1.578500747680664,0.9518138511702466,0.7883059916670699,0.7258118627403534,0.0999994716198199,987.8863179683685,1.9556937217712402,990.8579626083374
4,STGCN,32,1.5773459672927856,0.9518843272254204,0.7895229958468583,0.7114941665075489,0.0999994716198199,985.5734934806824,1.9245355129241943,988.5062243938446
5,STGCN,32,1.5761312246322632,0.951958412216468,0.7897187779453317,0.7091908477019795,0.0999994716198199,985.6373989582062,1.9562292098999023,988.5937910079956
6,STGCN,32,1.57497239112854,0.9520290240124842,0.785580330848108,0.7578784606104945,0.0999994716198199,978.7959623336792,1.905693531036377,981.6891326904297
7,STGCN,32,1.5741040706634521,0.9520819068741334,0.7862413133562726,0.7501021958085576,0.0999994716198199,979.6150214672089,1.9542615413665771,982.5462620258331
8,STGCN,32,1.5732280015945435,0.9521352323689642,0.7883086339342714,0.7257807772438651,0.0999994716198199,980.0184669494629,1.9824910163879395,982.9730191230774
9,STGCN,32,1.5723375082015991,0.9521893988668402,0.78727522771074,0.7379384975207056,0.0999994716198199,982.0474796295166,1.9775581359863281,985.0196113586426
10,STGCN,32,1.5715900659561157,0.9522348454910387,0.7870704728015057,0.7403473788058161,0.0999994716198199,979.8597395420074,1.938375473022461,982.7585182189941
11,STGCN,32,1.5706818103790283,0.9522900359470079,0.7891791831036876,0.7155390223095565,0.0999994716198199,978.8724336624146,1.9734935760498047,981.8437526226044
12,STGCN,32,1.5698891878128052,0.952338182633614,0.7894762626221137,0.7120439691516036,0.0999994716198199,977.9931678771973,1.922438144683838,980.8981630802155
13,STGCN,32,1.5690206289291382,0.9523909002455422,0.7889567742369705,0.7181555972121109,0.0999994716198199,974.5074787139893,1.9364795684814453,977.4375326633453
14,STGCN,32,1.5684131383895874,0.9524277656877934,0.7873009348000524,0.7376360611758537,0.0999994716198199,973.9368493556976,1.9227051734924316,976.840231180191
15,STGCN,32,1.567834496498108,0.9524628576464303,0.7894617510562559,0.7122146934558126,0.0999994716198199,978.5779030323029,1.9317224025726318,981.4858505725861
16,STGCN,32,1.5672098398208618,0.9525007293414478,0.7902031426454961,0.7034924394647524,0.0999994716198199,975.5951640605927,1.9869635105133057,978.5492367744446
17,STGCN,32,1.5663886070251465,0.9525504990163864,0.7890116225885613,0.717510322487515,0.0999994716198199,978.0189623832703,1.951247215270996,980.9748344421387
18,STGCN,32,1.5657074451446533,0.9525917524289113,0.7885458981071375,0.7229894340336767,0.0999994716198199,977.5891489982605,1.91721510887146,980.5024662017822
19,STGCN,32,1.565094232559204,0.9526288834510714,0.7882139268325098,0.7268949784410608,0.0999994716198199,977.3192677497864,1.9093432426452637,980.2068614959717
20,STGCN,32,1.5644491910934448,0.9526679207468003,0.7882061847105744,0.7269860622285371,0.0999994716198199,977.6912999153137,1.9185922145843506,980.5965654850006
21,STGCN,32,1.5638577938079834,0.9527037002623127,0.7873882328686174,0.7366090250750892,0.0999994716198199,976.1660175323486,1.9243605136871338,979.0915672779083
22,STGCN,32,1.5633046627044678,0.9527371515272899,0.7875594722013196,0.7345944446903576,0.0999994716198199,980.5458953380585,1.9522218704223633,983.4733531475067
23,STGCN,32,1.562585711479187,0.9527806122039468,0.7871040312285895,0.7399525737812991,0.0999994716198199,975.5905246734619,1.9469223022460938,978.5137627124786
24,STGCN,32,1.562032699584961,0.9528140280582695,0.7878694535743735,0.7309476050073697,0.0999994716198199,977.5651094913483,1.9513163566589355,980.5034272670746
