round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,GraphSAGE,8,2.5529000759124756,0.0026177919184532383,0.758720370157808,1.0738779981434345,"[0.12421339955779942, 0.12421339955779942, 0.12421339955779942, 0.12421339955779942, 0.12488685564486493, 0.1287355197693204, 0.12421339955779942, 0.12531062679681754]","[0.8678977189084859, 0.7796315623737872, 0.7684766114954157, 0.816819437889932, 0.7573231884140265, 0.7243836211612216, 0.7820202383948396, 0.7937914380491595]","[0.21899402988039468, 0.29740708805180516, 0.30885620707300426, 0.2714511223190013, 0.32090900402326517, 0.34575975342840676, 0.29631689437563385, 0.2850023305173274]","[0.020073229612442248, 0.12424517246134677, 0.28192611740733375, 0.04072922863310168, 0.03463251851380649, 0.11655253317296031, -0.0192622434610672, 0.04387110179508639]","[0.0, 0.0, 0.0, 0.0, 0.4865203264325936, 0.8873388766002399, 1.2970264617982683, 0.7033808605540568]","[3.5910563468933105, 1.3584496974945068, 1.0446289777755737, 0.5115266442298889, 0.7546097040176392, 0.2530204951763153, -0.14987324178218842, 0.6464235186576843]",43.95364451408386
2,GraphSAGE,8,2.5147407054901123,0.03221181155385422,0.7659305064700543,0.9890528650581837,"[0.12395744754692577, 0.12395744754692577, 0.12449185224575435, 0.12395744754692577, 0.12410360913977561, 0.12395744754692577, 0.13161730087984128, 0.12395744754692577]","[0.8443441321072751, 0.7985075813684669, 0.8449345390535011, 0.8342359060774409, 0.7527385967850592, 0.8198039139766204, 0.8201923648696089, 0.80789094579993]","[0.20119159113695947, 0.2625149183276993, 0.21219914401340487, 0.22719244338176472, 0.2963921083441098, 0.23628933979931724, 0.23133525274216485, 0.24770698350840734]","[0.09581615339772509, 0.0067027552617833245, 0.06545550058599256, 0.005234551791956407, 0.016590275657797884, 0.10575715335179403, 0.23853765295866097, 0.096524198364705]","[0.0, 0.0, 0.3097236650066626, 0.0, 0.23965592524220444, 0.0, 1.0865855049443527, 0.0]","[1.2474744319915771, 0.8279638886451721, 0.9043244123458862, 0.89430171251297, 0.5429056882858276, 2.3091933727264404, -0.03179974481463432, 0.8731167316436768]",43.01403188705444
3,GraphSAGE,8,2.4625449180603027,0.07196944458524579,0.7742217782996595,0.8915084905922412,"[0.1250181239822356, 0.1253422280248727, 0.12470056470542183, 0.12499623936717494, 0.12470056470542183, 0.12584114980402952, 0.12470056470542183, 0.12470056470542183]","[0.8254510860349845, 0.7529688250327254, 0.7789695627067696, 0.8015154037338833, 0.8024964786355647, 0.7741909277783825, 0.8981793155097311, 0.7914345348026435]","[0.24034644615383688, 0.3067798878228963, 0.28434022748523974, 0.26994669586094133, 0.2575512034641448, 0.2856041532690032, 0.1706224778383222, 0.2771125440718124]","[0.019379654514898998, 0.08856358174284598, 0.025259577808793787, 0.03482569762841401, 0.02344716006916931, 0.04750610283783913, 0.26012013521389027, -0.007199938380365417]","[0.5460368598625928, 0.18890463387490655, 0.0, 0.2519157473708087, 0.0, 0.6710690323538755, 0.0, 0.8895788747357043]","[1.1983840465545654, 0.6602658629417419, 0.9033461213111877, 1.061008095741272, 0.8523983955383301, 0.6057860255241394, 0.8348374366760254, 0.10400063544511795]",44.23412752151489
4,GraphSAGE,8,2.2038819789886475,0.25668894748686677,0.7793593285433947,0.8310667230188846,"[0.1277673169259316, 0.12492523893244259, 0.1245101494602907, 0.12475669684017233, 0.1245101494602907, 0.1245101494602907, 0.1245101494602907, 0.1245101494602907]","[0.7881054758288183, 0.7801701759033586, 0.8110391352624713, 0.7644380432657268, 0.7673397385614968, 0.7950639804564369, 0.764691036760872, 0.7734536653185637]","[0.29590509971592605, 0.3118106675251577, 0.28262544837349773, 0.3214592381904317, 0.3170373459025768, 0.29453322221178574, 0.31258291761388174, 0.3037294217613927]","[0.16086127131991623, 0.010527398807025261, -0.02646840584090566, 0.011084514635670261, -0.013306047351634414, 0.16850474259135714, 0.20141329990078854, 0.07234786105394395]","[0.5425152841267451, 1.0139191060943813, 0.0, 0.5551695180310223, 0.0, 0.0, 0.0, 0.0]","[0.5253047943115234, -0.013677719049155712, 0.7445483207702637, 0.41139456629753113, 0.4899359345436096, 0.8988845348358154, 2.420851945877075, 0.7894043922424316]",43.30626463890076
5,GraphSAGE,8,1.748754620552063,0.5319937089302333,0.786966526120156,0.7415702809393405,"[0.12479249429058288, 0.12479249429058288, 0.12479249429058288, 0.12645253996591993, 0.12479249429058288, 0.12479249429058288, 0.12479249429058288, 0.12479249429058288]","[0.7261196354930749, 0.6833253094296314, 0.7504582324593554, 0.6884275032729179, 0.7762596992159763, 0.7443646952804248, 0.7836453847918514, 0.7587636620814283]","[0.38506437652602327, 0.42048500425564345, 0.3627522703030788, 0.4166045500412067, 0.3568383101583003, 0.37550747604343565, 0.34532756006375104, 0.36331224430272024]","[0.07817047067909282, 0.06706278786378637, 0.10652269005305111, 0.02638872416977069, 0.010703227765614392, 0.08527000634517484, 0.0661053274109572, 0.12143901859064198]","[0.0, 0.0, 0.0, 1.2020341119685802, 0.0, 0.0, 0.0, 0.0]","[0.945497989654541, 0.49960359930992126, 1.7053306102752686, -0.1998709887266159, 0.5856034159660339, 0.13728368282318115, 2.4447121620178223, 0.43210646510124207]",42.417141914367676
6,GraphSAGE,8,1.1634433269500732,0.7928502535096621,0.7902820534229279,0.7025640773773193,"[0.12301707834603372, 0.12301707834603372, 0.125124843728447, 0.12702920937137097, 0.13269714343781525, 0.12301707834603372, 0.12308049007823194, 0.12301707834603372]","[0.6794523098609443, 0.6609432749437096, 0.6681113924372893, 0.7614885597646643, 0.7236899742728101, 0.6823570893333837, 0.7695732927394671, 0.739717945640448]","[0.44590154227070705, 0.46080768900282976, 0.4549364926658015, 0.3941426495180442, 0.41592545828092575, 0.44697121390438255, 0.3796532865710095, 0.4027382960298138]","[0.05377737381098888, 0.0782216058941862, 0.048471223585635326, 0.12276932511878555, 0.1831734609766137, 0.21142633062913588, 0.0066085650237156035, 0.02199920534278463]","[0.0, 0.0, 0.7704209146170332, 0.6632523575020871, 0.9942210876610841, 0.0, 0.20540281698279894, 0.0]","[0.8179789781570435, 0.3956373333930969, 0.033921144902706146, 0.13084793090820312, 0.0030037846881896257, 2.161893606185913, 0.46944236755371094, 0.4773842394351959]",41.88629913330078
7,GraphSAGE,8,0.8524101376533508,0.8888034830911155,0.7912265678793191,0.6914521425962448,"[7.650455680590005e-13, 8.43067127519768e-13, 7.674832255705068e-13, 7.638318349493781e-13, 1.0146089438240032e-12, 0.9999999999943183, 7.638318349493781e-13, 7.638318349493781e-13]","[0.8563838861549982, 0.7910815662006072, 0.8347172952724159, 0.7463790297256636, 0.7928910435188635, 0.7832898041115619, 0.8557188158094985, 0.8437247961047508]","[0.19562731580959689, 0.2636976603364901, 0.22122462553029937, 0.30433844965535767, 0.26045351598089905, 0.27403962220498135, 0.20499888492866633, 0.21362504427574588]","[0.038384463074629796, 0.1418546270000554, 0.015871797016014037, -0.0014350279335649464, 0.06413399137705515, 0.11577123846739289, 0.11906337113616211, 0.046363505565284034]","[0.21144547406320935, 2.6385340811674776, 1.3582068047431137, 0.0, 16.996659245039723, 879.4210117738052, 0.0, 0.0]","[0.5652298927307129, -0.1334959864616394, -0.15196605026721954, 0.3807345926761627, -0.5799622535705566, -0.6651270985603333, 0.13549327850341797, 1.1454278230667114]",41.975327014923096
8,GraphSAGE,8,0.8857691287994385,0.8799298587566787,0.635657561532259,0.6520946833491326,"[0.12362786531204333, 0.12362786531204333, 0.12518923713924587, 0.12544157491527075, 0.12362786531204333, 0.12362786531204333, 0.12362786531204333, 0.13122986138526666]","[0.8482148926795062, 0.8324570903956483, 0.8542638351898035, 0.8202202652444807, 0.8297270262147286, 0.8937763464194577, 0.8753338061687925, 0.8550825324924524]","[0.1667912589887291, 0.18913893374000054, 0.16685451059637177, 0.19822436884647016, 0.19875911777059205, 0.13898257247158344, 0.15321389941454885, 0.17350655703758608]","[0.18619336715060783, 0.02285696868472717, 0.11509940280631427, 0.07728435413182043, 0.11289288793326152, 0.05905983110363145, 0.17443864305098594, 0.06989927423276096]","[0.0, 0.0, 0.6535083351067374, 0.9506850241738808, 0.0, 0.0, 0.0, 4.920397596802595]","[1.4073457717895508, 1.0300772190093994, 0.10865809768438339, 0.15208522975444794, 0.1399182230234146, 1.4549075365066528, 0.48006656765937805, -0.22912661731243134]",41.877527952194214
9,GraphSAGE,8,0.9084183573722839,0.8737109449967913,0.6353199103787541,0.6570601414889097,"[0.12304960796014122, 0.12304960796014122, 0.1259783011214113, 0.12456462513060093, 0.12304960796014122, 0.1342090339472816, 0.12304960796014122, 0.12304960796014122]","[0.835735451381841, 0.8306835821733569, 0.8542791885345078, 0.8627279023482285, 0.8072712697034038, 0.8744636102998803, 0.8621787859365633, 0.8323314195863379]","[0.19665100530096233, 0.18932460929854078, 0.16627036232913892, 0.18215360775452574, 0.22067371050606902, 0.1688210053686024, 0.1690092747073133, 0.1976880965046066]","[0.11344791935696397, 0.02386555288785181, 0.18113943554519948, 0.07179299900750741, 0.05660552853273065, 0.1265195430629422, 0.040652550261151096, -0.00887597502050042]","[0.0, 0.0, 0.7809949065744655, 0.9357457157557012, 0.0, 4.06434395817712, 0.0, 0.0]","[0.2525230646133423, 0.021526744589209557, 0.05889323726296425, 0.02953942120075226, 0.32241350412368774, -0.28818219900131226, 0.3149251639842987, 0.5390122532844543]",42.667932987213135
10,GraphSAGE,8,0.8437464237213135,0.8910523608822842,0.7938041786924004,0.6611273095011712,"[0.1238301957385023, 0.1269819490100927, 0.1259342003748545, 0.12397155454832887, 0.1238301957385023, 0.1238301957385023, 0.1277915131127148, 0.1238301957385023]","[0.8046624350015192, 0.803774245805841, 0.8216249467773431, 0.8439808222068569, 0.8752221936246668, 0.8549052428987874, 0.9035920832949744, 0.8622498694848081]","[0.21470352641990176, 0.22366222237088268, 0.19735286086552575, 0.18489836600396412, 0.15925256332746712, 0.17766767310557854, 0.13967142118987744, 0.17541387618160065]","[0.058806309214353994, 0.09756944794049285, 0.11429740522086013, 0.0683871885836833, 0.06713893823825488, 0.06831098236931153, 0.09716664027874335, 0.03983363169407424]","[0.0, 1.1517287194594932, 0.7469248212304781, 0.09022866597280267, 0.0, 0.0, 2.3202394655708307, 0.0]","[0.4098009765148163, -0.07456255704164505, 0.18992003798484802, 0.3610494136810303, 0.06410189718008041, -0.2261781245470047, -0.42238783836364746, 0.03834361210465431]",42.959197998046875
