round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,SpatialInformer,4,2.500761032104492,0.042941775659860015,0.771021163366735,0.929162783920765,"[0.2518001543074644, 0.24939994856417858, 0.24939994856417858, 0.24939994856417858]","[0.8214623715159376, 0.7639908354657515, 0.7547052161961233, 0.7568098177240163]","[0.15113397400491857, 0.20420717327957294, 0.22227631652407465, 0.22209028497979125]","[0.0637947429293675, 0.12662883069388095, 0.01749393333245204, 0.1464686021303377]","[0.9933998600188357, 0.0, 0.0, 0.0]","[0.010498031973838806, 0.8392387628555298, 1.1842341423034668, 1.9550707340240479]",20.12332010269165
2,SpatialInformer,4,1.8211225271224976,0.4924576656736177,0.7849324770011007,0.7655002705752849,"[0.251102636572244, 0.24927440164965145, 0.250348560128453, 0.24927440164965145]","[0.7929619963226343, 0.7920799353507185, 0.789400786349038, 0.8100113500901793]","[0.18334608641098282, 0.14500281873541035, 0.15029388312949638, 0.15451460305543654]","[0.07907128549395175, 0.11892035374548592, 0.13309931101866435, 0.09847980587008726]","[0.5040535842649062, 0.0, 0.2149515263400115, 0.0]","[0.7471365332603455, 0.7718629837036133, 1.330437183380127, 0.5832891464233398]",20.135969877243042
3,SpatialInformer,4,1.392822027206421,0.7031170896933887,0.7858185447797179,0.7550759437680244,"[0.25, 0.25, 0.25, 0.25]","[0.7733466396041498, 0.8274749286920559, 0.792654329995792, 0.84130274468755]","[0.1407683736319164, 0.1434667370749217, 0.14748647304858542, 0.11525040151637632]","[0.15807788239920859, -0.049480428084891497, 0.16571889536896206, 0.06600213269591759]","[0.0, 0.0, 0.0, 0.0]","[0.49040085077285767, 0.9474916458129883, 1.333486795425415, 0.4197964668273926]",20.278189420700073
4,SpatialInformer,4,1.3807779550552368,0.70822934669344,0.7886475475318729,0.7217935584485531,"[0.25020475583530155, 0.25132680034167176, 0.24923422191151332, 0.24923422191151332]","[0.8373809321543314, 0.826853087213751, 0.8110828433307203, 0.8371857059697033]","[0.07998623247232066, 0.08217429004725908, 0.11714579638252214, 0.06325645983423543]","[0.046361853710371236, 0.12050951590257296, 0.11609584015920192, 0.07987693675656234]","[1.0480546125232562, 0.8443071324389559, 0.0, 0.0]","[-0.015259947627782822, 0.04107110574841499, 0.8954520225524902, 0.5864521265029907]",20.14691972732544
5,SpatialInformer,4,1.2678545713424683,0.7540013035718268,0.7902700501963495,0.7027052918076515,"[0.24992057917827612, 0.24992057917827612, 0.25022542593572905, 0.24993341570771865]","[0.8295073083618556, 0.8002656968328014, 0.7984464189232877, 0.8392796982636513]","[0.12130021769542938, 0.11342712795282985, 0.1229995909985646, 0.0988109420111764]","[0.04361855331709262, 0.2111253216844557, 0.09477002988480711, 0.03148931572547878]","[0.0, 0.0, 0.1045788117237017, 0.016510139221441077]","[0.7386479377746582, 0.8898594379425049, 0.20944923162460327, 0.76313316822052]",20.12569522857666
6,SpatialInformer,4,1.1465028524398804,0.7988387817786888,0.7912187067978085,0.6915446259081365,"[0.24990676057873618, 0.2502797182637914, 0.24990676057873618, 0.24990676057873618]","[0.8531210335805445, 0.8112143760284062, 0.8134042998072335, 0.9033109736983658]","[0.0717835074708253, 0.06409998768877612, 0.08010968716851628, -0.0045063487776402095]","[0.04254155590228124, 0.03274561656281444, 0.0029781118320737045, 0.05529672682025175]","[0.0, 0.7104761163225478, 0.0, 0.8696696300228824]","[0.9011435508728027, 0.25979384779930115, 1.391944408416748, 0.13600115478038788]",20.03868007659912
7,SpatialInformer,4,1.1409423351287842,0.8007853282349524,0.7934004045814275,0.6658775931596757,"[0.24958256920268387, 0.2496774025521613, 0.2511574590424709, 0.24958256920268387]","[0.8304311630157452, 0.805687348994174, 0.8448151334871509, 0.8422842311903986]","[0.09364008483292531, 0.09716558606438312, 0.08157220330599986, 0.053232699865747225]","[-0.02850470756357222, 0.025478261544567622, 0.05393814860661902, 0.15498322457256267]","[0.6762605318080498, 0.153459404570182, 1.4296566915275117, 0.0]","[0.058399032801389694, 0.226154163479805, -0.06422348320484161, 0.2970876097679138]",20.194530725479126
8,SpatialInformer,4,1.2286168336868286,0.7689920682256144,0.6318621081286669,0.7079101745784283,"[0.25, 0.25, 0.25, 0.25]","[0.855051976199693, 0.8101951191519505, 0.8448835056578787, 0.8464791717815059]","[0.060052359139358136, 0.08411548100718012, 0.0855565992188232, 0.03029804250002964]","[0.030236658341888368, 0.06104504010684508, 0.08127342066001451, 0.06149695263849223]","[0.0, 0.0, 0.0, 0.0]","[0.44030624628067017, 0.47095587849617004, 0.7165316939353943, 1.6872889995574951]",20.250561237335205
9,SpatialInformer,4,1.1582741737365723,0.7946868924339656,0.7909306662432849,0.6949333383142948,"[0.24932687485852945, 0.24932687485852945, 0.2511481165402406, 0.25019813374270045]","[0.8212332865883402, 0.8328227623058351, 0.8268913403488419, 0.8477054698282258]","[0.0882275499567156, 0.08117911045586194, 0.091272841703755, 0.045890769711987266]","[0.03397174022763916, 0.03509612857673823, 0.0783527009953271, 0.09909206447050198]","[0.0, 0.0, 1.0177056030054932, 0.767109650062964]","[0.4949931502342224, 0.781603217124939, -0.013216666877269745, 0.1916513741016388]",20.194756746292114
10,SpatialInformer,4,1.1189775466918945,0.8083818223777216,0.7928170883946121,0.6727401365339757,"[0.2504075724432956, 0.24998670082906238, 0.24989969182783686, 0.24970603489980508]","[0.8136753424386435, 0.8192751446142653, 0.8426719732657653, 0.847545412327457]","[0.10783455592357606, 0.09693198538742082, 0.06730930119030726, 0.044856162462577454]","[0.07502072538044327, 0.018278572382615328, 0.06076478317655718, 0.11643446014554437]","[0.3467966245641624, 0.6340320125006222, 0.18954582184655358, 0.0]","[0.29787588119506836, 0.20347055792808533, 0.46994128823280334, 0.4039064049720764]",20.211405277252197
