round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,SpatialS4,2,1.8143317699432373,0.49623574486856403,0.7731994013726711,0.9035364544391632,"[0.5066770033555387, 0.4933229966444614]","[0.49864262231386436, 0.5420251045490265]","[0.46292809549186087, 0.46292809549186087]","[0.055462300580212676, 0.14732433505009757]","[1.0402941272723147, 0.0]","[-0.15636175870895386, 1.292623519897461]",24.617112636566162
2,SpatialS4,2,1.2067221403121948,0.777152142038641,0.7800630508959293,0.8227876365184784,"[0.5, 0.5]","[0.5705945430354378, 0.5978228106972103]","[0.318857772632324, 0.318857772632324]","[0.135519622308434, 0.06486333237649716]","[0.0, 0.0]","[0.14158178865909576, 0.792902410030365]",24.591688871383667
3,SpatialS4,2,0.9996664524078369,0.8470659577205342,0.7875659122020006,0.7345186799764634,"[0.5, 0.5]","[0.5985188416788649, 0.6259320316315404]","[0.2517388261016873, 0.2517388261016873]","[0.08638233111307668, 0.054068888955785176]","[0.0, 0.0]","[2.420090675354004, 0.35698163509368896]",24.613203763961792
4,SpatialS4,2,1.1862215995788574,0.7846595581505498,0.6313672686970233,0.7151872250437736,"[0.49625292584556274, 0.5037470741544373]","[0.5927390210556892, 0.635750071689769]","[0.24878678268405222, 0.24878678268405222]","[0.16687187517694005, 0.15716502820261585]","[0.45874343666325923, 0.8704102763555516]","[0.2672536373138428, 0.014716684818267822]",24.68715238571167
5,SpatialS4,2,1.080053687095642,0.8214809009353911,0.6319714838814736,0.7063017076253891,"[0.4977230798394842, 0.5022769201605157]","[0.7335547571084904, 0.5883091787397015]","[0.16132796693213258, 0.16132796693213258]","[0.1591427264256506, 0.10114934084803752]","[0.798896592745814, 1.8150727864859248]","[0.08571706712245941, -0.11097069829702377]",24.57865285873413
6,SpatialS4,2,1.1287981271743774,0.8050036291280243,0.6325165411448479,0.6982861596345902,"[0.5047964513723473, 0.49520354862765265]","[0.6090201553279329, 0.6147909484883622]","[0.25120436406458047, 0.25120436406458047]","[0.17715865212797977, 0.09836615956707064]","[0.43112582508754005, 0.0]","[0.1706131398677826, 0.2707928717136383]",24.64414691925049
7,SpatialS4,2,1.144888997077942,0.7994047121624486,0.6300052834200859,0.7352164202928543,"[0.5063837836793054, 0.49361621632069463]","[0.6716041326079316, 0.6066319713312173]","[0.1903476392168586, 0.1903476392168586]","[0.13370655505362936, 0.034864912430952036]","[1.003371426326343, 0.0]","[-0.0021525388583540916, 0.3369027376174927]",24.67485737800598
8,SpatialS4,2,1.159059762954712,0.794408309532489,0.6325105260372162,0.698374617099762,"[0.5, 0.5]","[0.6481439807544692, 0.6098931130370864]","[0.21125366957926045, 0.21125366957926045]","[0.14967082086640515, 0.1305498148372706]","[0.0, 0.0]","[0.45039793848991394, 1.8284931182861328]",24.823660135269165
9,SpatialS4,2,1.106319785118103,0.8126924238029453,0.631299191955328,0.7161883535981178,"[0.5, 0.5]","[0.5639140482918049, 0.6309879947302539]","[0.2946759003023102, 0.2946759003023102]","[0.12138377577783259, 0.07774936979277174]","[0.0, 0.0]","[0.2055761218070984, 0.9044228196144104]",24.640570878982544
10,SpatialS4,2,1.1213451623916626,0.8075700789727651,0.6343060438728333,0.6719699430465698,"[0.5011020229028684, 0.49889797709713146]","[0.6831516647658615, 0.5836793317301568]","[0.21492449948396947, 0.21492449948396947]","[0.10860840055952553, 0.15169559578470326]","[0.1888438987851314, 0.0]","[1.6706629991531372, 1.157620906829834]",24.575305223464966
11,SpatialS4,2,0.9265811443328857,0.868610449348071,0.7884020557641983,0.7246816968917846,"[0.5039928654454918, 0.4960071345545081]","[0.641852126668373, 0.5936290106014361]","[0.2410076955180242, 0.2410076955180242]","[0.07695314228330581, 0.0732601878876639]","[0.8611858833828211, 0.0]","[0.05630767345428467, 1.0202429294586182]",24.67623019218445
12,SpatialS4,2,1.1266555786132812,0.8057431698228915,0.6309254437875748,0.7216846501827241,"[0.49037454846975487, 0.5096254515302451]","[0.7588712496415544, 0.5701051963876314]","[0.1759078909115285, 0.1759078909115285]","[-0.013080157082433841, 0.1470700877117922]","[1.0481669700607497, 1.4884189841012805]","[-0.021860601380467415, -0.20807313919067383]",24.675316333770752
13,SpatialS4,2,0.9849926233291626,0.8515227548444315,0.6321559373736382,0.7035891562700272,"[0.5, 0.5]","[0.6669130546632308, 0.6210997521511543]","[0.17409446259724634, 0.17409446259724634]","[0.15630155662974488, 0.07281075179167378]","[0.0, 0.0]","[0.37388235330581665, 0.32230204343795776]",24.618797302246094
14,SpatialS4,2,1.0364668369293213,0.8355988814713587,0.6310082218694687,0.7204673254489898,"[0.5142148435057018, 0.4857851564942981]","[0.5709377542668089, 0.6693568706168888]","[0.2483508591669086, 0.2483508591669086]","[0.1588358205757656, 0.06194417914224097]","[1.4418001934802545, 0.0]","[-0.3556801676750183, 0.622701108455658]",24.654085636138916
15,SpatialS4,2,1.0922791957855225,0.8174166262634541,0.6310400237107276,0.7199996513128281,"[0.4998324141698878, 0.5001675858301122]","[0.6301317864942179, 0.5969192811759343]","[0.2491907819477654, 0.2491907819477654]","[0.03788030043184014, 0.008690521219384434]","[0.0, 0.30954656137057884]","[0.6583003997802734, 0.2118837535381317]",24.686452865600586
16,SpatialS4,2,1.247920036315918,0.7616761807774033,0.6331188827562332,0.6894281947612763,"[0.5059871059572325, 0.49401289404276744]","[0.6567118097606296, 0.6157260501365288]","[0.1933681116042919, 0.1933681116042919]","[0.13670208548024906, 0.031387461828694826]","[0.9246541204047997, 0.08115813988424574]","[0.10158441960811615, 0.1083991527557373]",24.634345769882202
17,SpatialS4,2,0.9075725078582764,0.8739460007793785,0.7833136233061552,0.7845456081628799,"[0.5045593510520431, 0.4954406489479569]","[0.7259796814482666, 0.5715403619325957]","[0.19888854605439651, 0.19888854605439651]","[0.18581104830450965, 0.17085827656854027]","[0.493507768191102, 0.0]","[0.6125857830047607, 0.16053444147109985]",24.631285429000854
18,SpatialS4,2,1.1278618574142456,0.8053269845595176,0.6346054410552978,0.6675670433044434,"[0.5, 0.5]","[0.646687943713824, 0.6114889319745147]","[0.21068151493264747, 0.21068151493264747]","[0.07035556610879135, 0.009793685147391573]","[0.0, 0.0]","[0.414687842130661, 0.33647552132606506]",24.78397822380066
