round,arch,n_workers,rmse,r2,gamma,U,alphas,betas,consensus,stability,progress,worker_losses,elapsed
1,SpatialMamba,4,2.2223079204559326,0.2442078730657059,0.7693264456659555,0.9491006392240524,"[0.25170495553538624, 0.2544234412694937, 0.24632937439942149, 0.24754222879569862]","[0.7838955840651162, 0.7921186849065188, 0.785117601378237, 0.802943340167799]","[0.1834493774778134, 0.16473248087368528, 0.1649480336561652, 0.1506291959051598]","[0.14407490323316702, 0.20088468628011294, 0.13322989788693107, 0.06946874812144428]","[0.9438196971253257, 1.0784391973705625, 0.1527825610446418, 0.7902486684295131]","[0.12477037310600281, -0.05303802713751793, 2.0935819149017334, 0.4066067337989807]",80.54516673088074
2,SpatialMamba,4,1.7276451587677002,0.5432242660387474,0.7824187303110958,0.7950737610459329,"[0.25047496226457683, 0.24887068595683887, 0.24887068595683887, 0.2517836658217454]","[0.7171265360878036, 0.7494438607132139, 0.7905388163033744, 0.7699583909045646]","[0.27521875109541516, 0.248114445584823, 0.19967856026622646, 0.21826607969670686]","[0.026756050752948114, -0.10292225948979196, -0.002796606313234053, 0.098667760833629]","[0.8725896057634883, 0.5531467493933038, 1.0354222395866262, 0.5403476118513735]","[0.17575183510780334, 0.4270189106464386, -0.019486285746097565, 0.6100485324859619]",80.60069608688354
3,SpatialMamba,4,1.4709473848342896,0.6688778733658496,0.7888008551314473,0.7199899396300316,"[0.24958649642076786, 0.24958649642076786, 0.24966519308725618, 0.251161814071208]","[0.8089052802324109, 0.7706769933159205, 0.7621966627398985, 0.8498113332057122]","[0.15348784323063366, 0.18717952459948425, 0.16882557969200793, 0.1105784596650952]","[0.04231042250805967, 0.12100649360352592, 0.004767623257779341, 0.05676366755835545]","[0.0, 0.0, 0.39168811033168893, 1.0023970527527897]","[0.14931495487689972, 0.36690273880958557, 0.5394138097763062, -0.001781012862920761]",80.4504623413086
4,SpatialMamba,4,1.2391782999038696,0.7650034367120052,0.7907386603802442,0.6971922308206557,"[0.24849230711741901, 0.24849230711741901, 0.2510347022879923, 0.2519806834771696]","[0.865702283773896, 0.8012093559758869, 0.789587874435345, 0.767441126950519]","[0.09993958650526615, 0.15791292416165106, 0.14799991009256816, 0.15451317738332004]","[-0.011653913254824122, 0.16167819949237863, 0.059673415209108814, 0.1236442052495228]","[0.8667895880107569, 0.0, 1.1525928104398764, 0.7296939405357693]","[0.09956897050142288, 0.2890578806400299, -0.14176461100578308, 0.08956290036439896]",80.45640921592712
5,SpatialMamba,4,1.0354422330856323,0.8359237469638434,0.7925323174506426,0.6760903829336167,"[0.24970545140980904, 0.24970545140980904, 0.250883645770573, 0.24970545140980904]","[0.8023019023725527, 0.7925486868852243, 0.8366739509153559, 0.8335852178361768]","[0.11061416741727444, 0.12461256107796374, 0.11827575256239209, 0.11355189003936757]","[0.05277748750961847, 0.09342122676202268, 0.029990605657078555, 0.039459822300296585]","[0.0, 0.0, 1.3270470382256327, 0.0]","[0.260383665561676, 0.43418630957603455, -0.054993633180856705, 0.4693188965320587]",80.41499042510986
6,SpatialMamba,4,1.0820759534835815,0.8208118038073964,0.6369314214920998,0.6333614486455917,"[0.2505135387822088, 0.24982882040593044, 0.24982882040593044, 0.24982882040593044]","[0.8709943566121268, 0.8293579156170771, 0.840873681132733, 0.8573844657323835]","[0.036386027060898905, 0.04780910179382647, 0.06527496837762216, 0.011326558439291104]","[0.06722251554599196, -0.1175602842626335, 0.02043000439484476, 0.13212426298664284]","[1.118992476598648, 0.0, 0.0, 0.0]","[-0.08110623061656952, 1.696119785308838, 1.7423617839813232, 1.4985878467559814]",80.43043828010559
7,SpatialMamba,4,1.0291662216186523,0.8379067372632116,0.795235980901122,0.6442825776338578,"[0.24989830135058957, 0.24996282155006508, 0.2502405757487558, 0.24989830135058957]","[0.8301700133975816, 0.8305452265853775, 0.7606222034771879, 0.8195849621741791]","[0.1152106978376108, 0.11980321011969079, 0.15972396441630596, 0.1226641812754851]","[0.06322747535338433, 0.0014277845762830314, 0.01415684573916801, 0.07242978310618997]","[0.0, 1.5092529055598098, 0.6053136346030132, 0.0]","[0.2782745957374573, -0.14612260460853577, 0.15405885875225067, 0.30023956298828125]",80.44729709625244
8,SpatialMamba,4,0.9473908543586731,0.8626425170655574,0.7966298331655562,0.6278843156993389,"[0.24926715791649665, 0.25110072037052533, 0.25036496379648143, 0.24926715791649665]","[0.8405859485530474, 0.8169219741874761, 0.8431284620551208, 0.8322349700905608]","[0.08567923966306606, 0.07092990887132065, 0.09941483719811593, 0.06316582377432091]","[0.08159289600515612, 0.08261256985938602, 0.024639367833928266, -0.01715942225101482]","[0.0, 1.2507291839381345, 1.7940151945627252, 2.5266021504837175]","[0.6514185667037964, -0.09667318314313889, -0.4613775908946991, -0.24504823982715607]",80.43389868736267
9,SpatialMamba,4,0.9352473020553589,0.8661412194094336,0.7958057835057377,0.6375790175795555,"[0.24965436503937524, 0.25148680247329147, 0.250289759426458, 0.24856907306087542]","[0.8379625032841458, 0.8574928760363145, 0.8346770847044778, 0.8278102982242067]","[0.06352025574778225, 0.07462626906413533, 0.08296790313494756, 0.04271222034056508]","[0.09038276781256716, 0.11903115510799797, 0.1238691038154963, -0.00040836110361687586]","[0.7588505330003714, 1.3137399220688193, 0.6712484398072919, 0.920593987181905]","[0.05164418742060661, -0.20500469207763672, 0.21087417006492615, 0.0030256137251853943]",80.5994484424591
10,SpatialMamba,4,0.7935317158699036,0.9036342824694561,0.7970845130816102,0.6225351402163506,"[0.2502742367879734, 0.2508825539301826, 0.249421604640922, 0.249421604640922]","[0.8325708757963761, 0.8505048855581775, 0.8575940654798637, 0.8426193601595735]","[0.05110735140242273, 0.061719600839245936, 0.052303166215858475, 0.0309693173605223]","[0.048666929434243285, 0.061410966345229454, -0.04232579906036685, -0.0006995366510291586]","[1.3720512601405204, 1.5408627714223284, 0.0, 1.006179314160556]","[-0.028578685596585274, -0.36172181367874146, 0.17805279791355133, -0.00034664571285247803]",80.49337029457092
